"id","pdm","46"
02124,AERADOR,46
02208,ALAMBIQUE DESTILADOR DE AGUA,46
02781,APARELHO ESTERILIZADOR ÁGUA,46
03092,ASPIRADOR MECÂNICO,46
03488,PEÇAS E ACESSÓRIOS PURIFICADOR ÁGUA,46
03490,BEBEDOURO NAO REFRIGERADO PARA GARRAFAO,46
05091,EQUIPAMENTO CLORADOR PARA TRATAMENTO DE AGUA,46
06043,FILTRO ANAERÓBICO,46
06091,DESENTUPIDOR TUBO / ACESSÓRIOS - COMPONENTES,46
06095,DESGASEIFICADOR DE AGUA,46
06114,DESSALINIZADOR INDUSTRIAL,46
06115,DESSALINIZADOR MARITIMO,46
06120,DESTILADOR ÁGUA EQUIPAMENTO SALVA - VIDAS,46
06121,DESTILADOR ÁGUA,46
06395,DOSADOR QUIMICO,46
06695,CONJUNTO FILTRAGEM,46
06766,EQUIPAMENTO DE TRATAMENTO DE ESGOTO INDUSTRIAL,46
06796,EQUIPAMENTO/COMPONENTE - DRENAGEM/TRATAMENTO ÁGUA,46
07078,ESTACAO COMPACTA DE TRATAMENTO DE ESGOTO,46
07080,ESTACAO INDUSTRIAL DE TRATAMENTO DE AGUA,46
07451,FILTRO PURIFICAÇÃO ÁGUA,46
07454,FILTRO AQUÁRIO / REFIL,46
07463,REATOR ANAERÓBICO,46
07464,FILTRO DE ÁGUA,46
07465,FILTRO DE AGUA INDUSTRIAL,46
07639,APARELHO TESTE FLOCULAÇÃO,46
07642,FLOTADOR USO INDUSTRIAL,46
10266,OZONIZADOR DE AGUA,46
10847,PLACA FILTRO BIOLOGICO - PISCICULTURA,46
12404,"SUPORTE GARRAFAO DE AGUA NAO REFRIGERADO, COM TORNEIRA",46
13163,UNIDADE DE BOMBEAMENTO DE ESGOTO,46
13361,VELA DE FILTRO,46
13709,ELEMENTO FILTRO,46
14091,TANQUE DECANTADOR,46
14571,FILTRO GEOMECÂNICO,46
15207,SISTEMA ULTRAPURIFICAÇÃO ÁGUA,46
15695,APARELHO PURIFICADOR DE ÁGUA,46
16068,PROPULSOR PARA AERADOR,46
16959,SISTEMA ESTERILIZAÇÃO ÁGUA,46
16960,"EQUIPAMENTOS PARA DESTILAÇÃO DE ÁGUA, PARA USO MARÍTIMO EINDUSTRIAL",46
16961,JATEADOR LIMPADOR,46
17843,SUMIDOURO,46
18296,CAIXA SEPARADORA ÁGUA / ÓLEO,46
18337,MULTIPROCESSADOR HIDROCINÉTICO,46
18527,MÓDULO PRÉ-TRATAMENTO ÁGUA,46
