id,pdm
02485,ÂNCORA
02486,GRAMPO ANCORAGEM
03807,BORNAL DE MARINHA
03974,BUZINA DE ESCOVEM USO NAVAL
04004,CABO APRESTO EMBARCAÇÃO
04063,CABRESTANTE DE EMBARCACAO
04073,CADASTE DO LEME DE EMBARCACAO
04772,CEPO DE EMBARCACAO
04809,CHAMINE DE CALDEIRA DE EMBARCACAO
05547,CONDUTO DA CALDEIRA PARA EMBARCACAO
06048,DEFENSA EMBARCAÇÃO
06406,DRENO EMBARCAÇÃO
06420,ECOBATIMETRO
06421,ECOSSONDA
06437,EIXO DE PROPULSÃO
06876,ESCADA DE CORDA DE EMBARCACAO
06877,ESCADA DE CORRENTE DE EMBARCACAO
06880,ESCADA DE QUEBRA - PEITO ( NAVIO )
06932,ESCOTILHA
07322,FATEIXA
07378,FERRAGEM DE MASTRO DE EMBARCACAO
07379,FERRAGEM DE PAU - DE - CARGA USO NAVAL
07682,FOGUETA
08150,GUINDASTE DE ESCALER SALVA - VIDAS
08183,HÉLICE EMBARCAÇÃO
08523,JANELA DE VENTILACAO DE EMBARCACAO
08767,LEME DE EMBARCACAO
09431,MASTRO DE EMBARCACAO
09518,MECANISMO DE PILOTO AUTOMATICO PARA EMBARCACAO
09818,MOBILIARIO DE EMBARCACAO
09876,MOLINETE DE CONVES DE EMBARCACAO
09901,MONTANTE MESTRE
10214,OLHAL DE REMO DE EMBARCACAO
10272,PA - HELICE EMBARCACAO
10277,PA PARA HELICE DE EMBARCACAO
10474,PASSAGEM DE INSPECAO DE EMBARCACAO
10508,PAU - DE - CARGA DE EMBARCACAO
10509,PAU - DE - CARGA NAO LIGADO A GUINCHO
10510,PAU - DE - CARGA NAO LIGADO A GUINDASTE
10579,PEDESTAL DE MASTRO DE EMBARCACAO
11076,PORTA ESTANQUE USO NAVAL
11242,PROFUNDIMETRO
11631,REMO DE EMBARCACAO
12113,SISTEMA DE CONTROLE
12120,SISTEMA DE GOVERNO
12903,TRANSMISSAO MARITIMA COM TIPO DE ENGRENAGEM DE REDUCAO E REVERSAO
13039,TUBO DE AMARRACAO DE REBOQUE
13069,TUBO DE PASSAGEM DE CORRENTE DE EMBARCACAO
13117,TUBO TELESCOPICO DO EIXO DE EMBARCACAO
13139,TURCO USO NAVAL
13363,VELA DE PROPULSAO DE EMBARCACAO
13365,VELAME DE EMBARCACAO
13389,VERGA DE VELAME
13442,VIGIA ( NAVIO )
16263,VELAME EMBARCAÇÃO
16779,COMPONENTES DE PROPULSÃO DE EMBARCAÇÕES
16780,MASTREACAO E ACESSORIOS
16781,MAQUINARIA DE CONVES
16782,FERRAGENS DE MARINHARIA E ITENS DE CASCO
16783,BOIAS
16784,EQUIPAMENTO COMERCIAL DE PESCA
16785,CAPA PROTEÇÃO EMBARCAÇÕES
18469,CROQUE TELESCÓPICO
18526,ELEMENTO BATERIA
