id,pdm,grupo
00368,REATOR LÂMPADA VAPOR SÓDIO,62
00369,REATOR LÂMPADA VAPOR MERCÚRIO,62
00398,RECEPTÁCULO LÂMPADA,62
00411,BRAÇO LUMINÁRIA EXTERNA,62
00412,LUMINÁRIA ILUMINAÇÃO PÚBLICA,62
00413,LÂMPADA HALÓGENA,62
00414,LÂMPADA LUZ MISTA,62
00415,LÂMPADA VAPOR MERCÚRIO ALTA PRESSÃO,62
00416,LÂMPADA VAPOR SÓDIO ALTA PRESSÃO,62
00417,APARELHO ILUMINAÇÃO PORTÁTIL,62
00456,BALIZAMENTO NOTURNO,62
00457,PROJETOR ILUMINAÇÃO,62
00466,ADAPTADOR ROSCA EDSON,62
00514,REATOR IGNITOR,62
00538,LÂMPADA INCANDESCENTE,62
00679,VELA ILUMINAÇÃO,62
00833,SOQUETE LÂMPADA,62
01201,ARANDELA,62
01237,ABAJUR,62
01530,SOQUETE LÂMPADA FLUORESCENTE,62
01602,ABAJUR,62
01603,ABAJUR - USO HOSPITALAR,62
02096,ADAPTADOR PARA LUZ DE REFLETOR,62
02274,ALETA LUMINÁRIA,62
02846,APARELHO SISTEMA DE ILUMINAÇÃO AERONAVE,62
02847,APARELHO SISTEMA DE ILUMINAÇÃO EMBARCAÇÃO,62
02848,APARELHO PARA SISTEMA DE ILUMINACAO - LOCOMOTIVA,62
02849,APARELHO PARA SISTEMA DE ILUMINACAO - VEICULO AU-TOMOTIVO,62
02980,LÂMPADA OFTALMOSCÓPIO,62
03139,AUTOMÁTICO DE FAROL,62
03141,AUTOMÁTICO SETA DE VEÍCULO,62
03417,BASE DE GLOBO ILUMINAÇÃO,62
03427,BASE PARA LAMPADA,62
03434,BASTAO ISOLANTE,62
03650,BOCAL COM INTERRUPTOR CONJUNGADO,62
03651,BOCAL COM TOMADA CONJUGADA,62
03861,BRAÇO ILUMINAÇÃO PÚBLICA,62
04375,CAMISA DE TELA DE AMIANTO PARA LAMPIAO,62
04376,CAMISA VIDRO LAMPIÃO,62
04396,CANDEEIRO,62
06631,LUZ EMERGÊNCIA,62
06700,EQUIPAMENTO DE ILUMINACAO DE AEROPORTO,62
06701,EQUIPAMENTO DE ILUMINACAO SUBAQUATICA,62
06792,LUMINÁRIA,62
06817,EQUIPAMENTO PARA CONTROLE DE ILUMINACAO DE RUA,62
07070,ESTABILIZADOR DE LUZ FLUORESCENTE ( BALLAST ),62
07279,LÂMPADA LENSÔMETRO,62
07297,FAROL COMUM,62
07298,FAROL COMUM - VEÍCULO AUTOMOTIVO,62
07299,FAROL COMUM PARA AERONAVE,62
07300,FAROL COMUM PARA EMBARCACAO,62
07301,FAROL COMUM PARA LOCOMOTIVA,62
07302,FAROL NEBLINA,62
07303,FAROL CONTRA NEBLINA - VEICULO AUTOMOTIVO,62
07304,FAROL CONTRA NEBLINA PARA AERONAVE,62
07305,FAROL CONTRA NEBLINA PARA EMBARCACAO,62
07306,FAROL CONTRA NEBLINA PARA LOCOMOTIVA,62
07308,FAROL DE MILHA,62
07309,FAROL MANUAL LOCALIZADOR PARA VEICULOS,62
07310,FAROL SELADO ( SEALED BEAM ),62
07311,FAROL SELADO,62
07312,FAROL SELADO ( SEALED BEAM ) PARA AERONAVE,62
07313,FAROL SELADO ( SEALED BEAM ) PARA EMBARCACAO,62
07314,FAROL SELADO ( SEALED BEAM ) PARA LOCOMOTIVA,62
07315,FAROLETE,62
07316,FAROLETE - VEICULO AUTOMOTIVO,62
07317,FAROLETE PARA AERONAVE,62
07318,FAROLETE PARA EMBARCACAO,62
07319,FAROLETE PARA LOCOMOTIVA,62
08015,GLOBO DE LUMINARIA,62
08265,HOLOFOTE,62
08445,INTERRUPTOR DE LUZ DE FREIO - VEICULO AUTOMOTIVO,62
08446,INTERRUPTOR DE LUZ DE MARCHA RE - VEICULO AUTOMOTI,62
08641,LÂMPADA - APARELHO LUZ MULTI-ESPECTRAL,62
08642,LÂMPADA - APARELHO OFTALMOLÓGICO,62
08643,LÂMPADA - APARELHO VIDEOLAPAROSCOPIA,62
08644,LÂMPADA - COMPARADOR ÓTICO,62
08645,LÂMPADA,62
08646,LÂMPADA - LARINGOSCÓPIO,62
08647,LÂMPADA RETROPROJETOR,62
08648,LÂMPADA DE ACETILENO,62
08650,LÂMPADA DE ESPECTRÔMETRO,62
08652,LÂMPADA DE LANTERNA,62
08653,LÂMPADA DE LEITORA DE MICROFICHA,62
08654,LÂMPADA NEON,62
08655,LÂMPADA DE USO EM FOTOGRAFIA,62
08656,LÂMPADA DE VAPOR DE IODO,62
08657,LÂMPADA DICRÓICA,62
08658,LÂMPADA FLUORESCENTE,62
08659,CALHA LÂMPADA FLUORESCENTE,62
08660,LÂMPADA FLUORESCENTE - LUMINÁRIA,62
08661,INICIALIZADOR,62
08662,LÂMPADA FLUORESCENTE COMPACTA,62
08663,LÂMPADA FLUORESCENTE MINIATURA - REATOR,62
08664,LÂMPADA INCANDESCENTE - VEÍCULO AUTOMOTIVO,62
08665,LÂMPADA INFRAVERMELHA,62
08666,LÂMPADA MINIATURA,62
08667,LÂMPADA PARA DIAL,62
08668,LÂMPADA PILOTO,62
08669,LÂMPADA REFLETORA,62
