id,pdm
01350,VELA IGNIÇÃO
01359,FILTRO AR
01426,RADIADOR
01679,ACESSORIO DE GERADOR ELETRICO DE MOTOR DE AERONAVE
01720,ACESSORIO PARA MOTOR EXCETO DE AERONAVE
01723,ACESSORIO PARA TODO O TIPO DE MOTOR EXCETO DE MISSIL GUIADO
02045,ACIONADOR INTERNO DO ALTERNADOR ( ESTATOR ) DE CORRENTE ELETRICA - VEICULO AUTOMOTIVO
02065,ACUMULADOR DE CILINDRO HIDRAULICO DE AERONAVE
02070,ACUMULADOR HIDRAULICO DE MOTOR DE AERONAVE
02080,ADAPTADOR DE CARBURADOR
02180,AGULHA DE BOIA DE CARBURADOR DE VEICULO
02225,ALARME SONORO ANTI - FURTO DE VEICULO AUTOMOTIVO
02367,ALTERNADOR VEÍCULO AUTOMOTIVO
02430,AMORTECEDOR DE RUIDO DE MOTOR DE ADMISSAO EXCETO DE MOTOR DE AERONAVE
02499,ANEL CIRCULAÇÃO ÓLEO
02551,ANTI - CONGELANTE ESPECIFICO DE MOTOR A JATO DE AERONAVE
02906,APOIO DE AMORTECEDOR DE SUSPENSAO DE MOTOR DE AERONAVE
02925,AQUECEDOR DE DUTO DE AR
02926,AQUECEDOR DE DUTO DE AR DE MOTOR AUTOMOTIVO
03005,ARMADURA PARA MOTOR
03021,ARO BUZINA - VEICULO AUTOMOTIVO
03040,ARRANQUE PNEUMATICO DE MOTOR DE AERONAVE
03041,ARREFECEDOR DE OLEO LUBRIFICANTE DE SISTEMA DE RESFRIAMENTO DE MOTOR DE AERONAVE
03057,ARRUELA PARA BICO / BOMBA INJETORA DE COMBUSTIVEL DE MOTOR DIESEL
03122,ATUADOR ELETRICO - ACIONAMENTO DE VALVULA
03123,ATUADOR ELÉTRICO / MECÂNICO
03140,AUTOMATICO DE PARTIDA - VEICULO AUTOMOTIVO
03148,AVANCO DO DISTRIBUIDOR - MOTOR VEICULO AUTOMOTIVO
03409,BASE COM VALVULA BORBOLETA DE CARBURADOR DE CORPO DUPLO
03525,BICO BOMBA INJETORA COMBUSTÍVEL
03637,BOBINA IGNIÇÃO MAGNETO
03642,BOBINA IGNIÇÃO AUTOMOTIVA
03655,BOIA DE CARBURADOR DE CORPO DUPLO
03656,BOIA DE CARBURADOR DE CORPO SIMPLES
03661,BÓIA TANQUE COMBUSTÍVEL
03662,BOIA PARA CARBURADOR
03736,BOMBA D ' AGUA PARA MOTOR
03742,BOMBA DE ALCOOL
03749,BOMBA DE COMBUSTIVEL
03750,BOMBA COMBUSTÍVEL DE AERONAVE
03768,BOMBA DO SISTEMA DE REFRIGERACAO DE MOTOR AERONAVE
03770,BOMBA ELÉTRICA INJEÇÃO COMBUSTÍVEL
03774,BOMBA DIREÇÃO VEÍCULO AUTOMOTIVO
03780,BOMBA INJETORA COMBUSTÍVEL
03943,BUCHA PARA COMPONENTE DO SISTEMA ELETRICO - VEICU LO AUTOMOTIVO
03953,BUJÃO DE SUPORTE DE CALIBRE DE PULVERIZADOR PRINCI
03973,BUZINA - VEICULO AUTOMOTIVO
03984,CABEÇOTE BOMBA INJETORA DE COMBUSTÍVEL - MOTOR DIE
04037,CABO DE VELA
04044,CABO ELETRICO FONTE EXTERNA - AERONAVE
04273,CALIBRE MARCHA LENTA DE CARBURADOR
04503,CAPTADOR DE AR DO SISTEMA DE PRE - AQUECIMENTO DO MOTOR
04523,CARBURADOR
04525,CARBURADOR DE CORPO DUPLO
04526,CARBURADOR DE CORPO SIMPLES
04527,CARBURADOR DE MOTOR DE AERONAVE
04531,CARCACA / CABECOTE PARA FILTRO DE OLEO
04698,CATALISADOR VEÍCULO AUTOMOTIVO
04892,CHAVE CONTATO
04955,CHICOTE DE VELA DE IGNICAO DE MOTOR DE AERONAVE
04956,CONJUNTO CILINDRO E PISTÃO
05001,CILINDRO IGNIÇÃO
05416,COMPONENTE DE MOTOR EXCETO DE MOTOR PRIMARIO DE AERONAVE
05421,COMPONENTE DE TODO O TIPO DE MOTOR DE RESFRIAMENTO EXCETO MOTOR PRIMARIO DE AERONAVE
05422,COMPONENTE DE TODO TIPO DE MOTOR DE RESFRIAMENTO EXCETO MOTOR PRIMARIO DE MISSIL GUIADO
05465,COMPONENTE PARA MOTOR EXCETO PARA MOTOR PRIMARIO DE MISSIL GUIADO
05523,COMUTADOR IGNIÇÃO
05539,CONDENSADOR IGNIÇÃO - VEÍCULO AUTOMOTIVO
05557,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO
05558,CONDUTOR SUPERIOR ARREFECIMENTO AR - VEICULO AUTOMOTIVO
05636,CONJUNTO DE ANEL DE CONTATO DE MOTOR ELETRICO -VEICULO AUTOMOTIVO
05703,ÁRVORE DE COMANDO
05704,CONJUNTO DE COMANDO TIPO [ VAI E VEM ] DE AERONAVE
05707,CONJUNTO DE CILINDROS
05733,CONJUNTO DE MANGUEIRA PARA AGUA
05757,CONJUNTO GERADOR ELETRICO - VEICULO AUTOMOTIVO
05762,CONJUNTO MANGUEIRA ÁGUA SISTEMA DE RESFRIAMENTO
05822,CONTROLE DE COMBUSTIVEL PARA MOTOR A JATO
05823,CONTROLE DE INJECAO D' AGUA DE SISTEMA DE COMBUSTIVEL DE AERONAVE
05862,CORDÃO DE PARTIDA
05885,CORPO DISTRIBUIDOR BOMBA INJETORA DE COMBUSTIVEL - MOTOR DIESEL
05895,TENSOR CORREIA DENTADA
06156,DIAFRAGMA DE CARBURADOR
06313,DISPOSITIVO DE PARTIDA DE MOTOR A COMBUSTAO DE AERONAVE
06352,DISTRIBUIDOR DE IGNICAO DE MOTOR
06353,DISTRIBUIDOR IGNIÇÃO MOTOR DE AERONAVE
06449,ELEMENTO FILTRANTE COMBUSTÍVEL - VEÍCULO AUTOMOTI
06450,ELEMENTO FILTRANTE SISTEMA ADMISSAO
06451,ELEMENTO FILTRO AR - VEÍCULO AUTOMOTIVO
06452,ELEMENTO INJETOR DE COMBUSTIVEL PARA BOMBA INJETORA DE COMBUSTIVEL DE MOTOR DIESEL
06911,ESCAPAMENTO COMPLETO - VEICULO AUTOMOTIVO
06924,ESCOADOR DE COMBUSTIVEL
