id,pdm,grupo
02358,ALOJAMENTO FLUTUANTE,19
03234,BALAO DE BARRAGEM ( MARINHA ),19
03328,BARCA ALUMÍNIO,19
03329,BARCA FIBRA DE MADEIRA,19
03330,BARCA FIBRA DE VIDRO,19
03332,BARCA MADEIRA GRANDE PORTE,19
03333,BARCA MADEIRA MEDIO PORTE,19
03334,BARCA MADEIRA PEQUENO PORTE,19
03335,BARCA METALICA GRANDE PORTE,19
03336,BARCA METALICA MEDIO PORTE,19
03337,BARCA METÁLICA PEQUENO PORTE,19
03338,BARCO REMO,19
03339,BARCO A VELA DE COMPETICAO ESPORTIVA,19
03340,BARCO ALUMÍNIO,19
03341,BARCO DE PESCA COM CAMARA FRIGORIFICA,19
03342,BARCO FIBRA VIDRO,19
03343,BARCO MADEIRA,19
03449,BATELAO BOMBEADOR,19
03450,BATELAO DE CARGA LIQUIDA,19
03451,BATELAO DE CARGA SECA,19
03452,BATELAO DE COMBATE A INCENDIO,19
03453,BATELAO DEPOSITO,19
03454,BATELAO FRIGORIFICO,19
03455,BATELAO GUINDASTE,19
03456,BATELAO LAMEIRO,19
03457,BATELAO MISTURADOR DE CONCRETO,19
03458,BATELAO PARA TRANSPORTE DE CARGA,19
04061,CABREA FLUTUANTE,19
04179,CAIXAO FLUTUANTE ( DOCAS ),19
04428,CANOA COMPETIÇÃO ESPORTIVA,19
04679,CASA DE FORÇA FLUTUANTE,19
04808,CHALUPA,19
04863,CHATA COM GUINDASTE,19
04864,CHATA DE CARGA,19
04865,CHATA PARA CARGA SECA,19
04866,CHATA PARA TRANSPORTE DE AERONAVE,19
04867,CHATA PARA TRANSPORTE DE VEICULO,19
06246,DIQUE FLUTUANTE,19
06400,DRAGA,19
06401,DRAGA FLUTUANTE,19
06402,DRAGA SEM CASCO,19
06507,EMBARCACAO - OFICINA MECANICA,19
06508,EMBARCACAO CATAPULTA,19
06509,EMBARCACAO DE COMBATE A INCENDIO,19
06510,EMBARCACAO DE COMERCIO,19
06511,EMBARCACAO DE TESTE DE TORPEDO,19
06512,EMBARCACAO LANCADORA DE CABO,19
06513,EMBARCACAO REBOCADORA,19
06514,EMBARCACAO SALVA - VIDAS DE AERONAVE,19
06905,ESCALER SALVA - VIDAS,19
08155,GUINDASTE MONTADO EM BATELAO,19
08273,IATE,19
08695,LANCHA A MOTOR,19
08696,LANCHA DE COMPETICAO ESPORTIVA,19
08697,LANCHA DE TRANSPORTE DE PASSAGEIRO,19
08698,LANCHA FIBRA DE MADEIRA,19
08699,LANCHA FIBRA VIDRO,19
08701,LANCHA MADEIRA GRANDE PORTE,19
08702,LANCHA MADEIRA MEDIO PORTE,19
08703,LANCHA MADEIRA PEQUENO PORTE,19
08704,LANCHA METALICA GRANDE PORTE,19
08705,LANCHA,19
08706,LANCHA METALICA PEQUENO PORTE,19
10048,NAVIO AUXILIAR,19
10049,NAVIO BALIZADOR,19
10050,NAVIO DE ALOJAMENTO,19
10051,NAVIO DE BUSCA SUBMARINA,19
10052,NAVIO DE CARGA MISTA ( MINERIO / PETROLEO ),19
10053,NAVIO DE CARGA SECA,19
10054,NAVIO DE PASSAGEIRO,19
10055,NAVIO DE SALVAMENTO SUBMARINO,19
10056,NAVIO EMPURRADOR DE EMBARCACAO,19
10057,NAVIO FAROLEIRO,19
10058,NAVIO GRANELEIRO,19
10059,NAVIO LIGEIRO,19
10060,NAVIO OFICINA,19
10061,NAVIO PETROLEIRO,19
10062,NAVIO PROPANEIRO,19
10063,NAVIO QUEBRA - GELO,19
10064,NAVIO TENDER ( BOIA ),19
10639,PEQUENA EMBARCACAO - COM PROPULSAO PROPRIA ( JET SKI ),19
10640,PEQUENA EMBARCACAO - SEM PROPULSAO PROPRIA,19
10641,PEQUENA EMBARCACAO COM PROPULSAO PROPRIA,19
10998,PONTAO DE RAMPA,19
10999,PONTAO ESTAQUEADOR,19
13334,VEDETA ( LANCHA ),19
13476,VOADEIRA,19
16767,NAVIOS DE GUERRA E EMBARCACOES DE DESEMBARQUE,19
16768,NAVIOS PARA TRANSPORTE DE PASSAGEIRO E TROPA,19
16769,NAVIOS TANQUES E CARGUEIROS,19
16770,NAVIOS PESQUEIROS,19
16771,NAVIOS DE SERVICOS ESPECIAIS,19
16772,BATELOES E CHATAS PARA CARGAS,19
16773,BATELOES E CHATAS PARA FINS ESPECIAIS,19
16774,EMBARCAÇÕES PEQUENAS,19
16775,PONTÕES E DOCAS FLUTUANTES,19
16776,DIQUES FLUTUANTES,19
16777,DRAGAS,19
16778,EMBARCACOES DIVERSAS,19
17605,COMPONENTE EMBARCAÇÃO,19
