00951,VÁLVULA ESFERA
00958,VÁLVULA GLOBO
00962,VÁLVULA RETENÇÃO
00964,VÁLVULA AGULHA
00969,VÁLVULA GAVETA
00981,VÁLVULA MACHO
00998,VÁLVULA BORBOLETA
00999,VÁLVULA DIAFRAGMA
01002,VÁLVULA SOLENÓIDE
01192,POSICIONADOR PNEUMÁTICO
01261,POSICIONADOR ELETROPNEUMÁTICO
03125,ATUADOR HIDRAÚLICO
03126,ATUADOR PNEUMÁTICO
06518,ÊMBOLO VÁLVULA HIDRÁULICA
11104,POSICIONADOR DE VALVULA
11558,REGISTRO PEÇAS E COMPONENTES
11559,REGISTRO DE ALIVIO MANUAL
11560,REGISTRO GAVETA
11561,REGISTRO DE SEGURANCA MANUAL
11562,REGISTRO EM ANGULO MANUAL
11563,REGISTRO PRESSÃO
11564,REGISTRO TIPO TORNEIRA MANUAL
12805,TOMADA COM VALVULA GAS - RETA / OBLIQUA
13245,VÁLVULA
13247,VALVULA ANGULAR
13248,VALVULA
13251,VALVULA DE ALIVIO MANUAL
13253,VALVULA DE COMANDO HIDRAULICO
13254,VÁLVULA DE CONTROLE DE FLUXO
13259,VÁLVULA REDUTORA
13260,VALVULA DE GUILHOTINA
13262,VALVULA DE MANGOTE
13266,VALVULA DE PRESSAO E VACUO MANUAL
13267,VÁLVULA SEGURANÇA
13268,VALVULA DE SEGURANCA MANUAL
13269,VALVULA DE SUCCAO / DESCARGA DE COMPRESSOR
13271,VALVULA DISPERSORA
13274,VÁLVULA ESFÉRICA
13277,VALVULA OBLIQUA
13278,VALVULA OPERADA A MOTOR ELETRICO
13281,VÁLVULA PNEUMÁTICA
13282,VALVULA REGULADORA DE NIVEL
13283,VÁLVULA REGULADORA DE PRESSÃO / PEÇAS E ACESSÓRIOS
13284,VALVULA REGULADORA DE PRESSAO - SISTEMA HIDRAULICO
13285,VALVULA REGULADORA DE VAZAO
13288,VALVULA SISTEMA COLETA A VACUO
13289,VALVULA TERMOPLASTICA
13290,VÁLVULA TERMOSTÁTICA
13294,VÁLVULA VENTOSA
14030,VÁLVULA DE ESFERA
14447,VÁLVULA ELIMINADORA AR
14461,REGISTRO ESFERA
14777,VÁLVULA AUTOMÁTICA IRRIGAÇÃO
15065,VALVULA ROTATIVA
15075,CONJUNTO REPARO VÁLVULA PNEUMÁTICA
15206,REGULADOR PRESSÃO ÁGUA
15337,SALVA REGISTRO
15373,VÁLVULA LINHA
16965,VÁLVULAS ACIONADAS POR FORÇA MOTRIZ
16966,VÁLVULAS NÃO ACIONADAS POR FORÇA MOTRIZ
16967,ATUADORES PARA MOVIMENTACAO DE VALVULAS
18243,VALVULA REVERSAO
18750,REGISTRO GLOBO
