id,pdm,grupo
08420,INSTRUMENTO OTICO PARA CONTROLE DE BOMBARDEIO,12
08425,INSTRUMENTOS OTICOS ACOPLADOS A EQUIPAMENTOS DE CONTROLE DE TIRO DE EMBARCACOES,12
09519,MECANISMO GIROSCOPICO COMPLETO,12
09570,MEDIDORES DE ALTURA PARA EMBARCACOES,12
09571,MEDIDORES DE DISTANCIA PARA EMBARCACOES,12
10674,PERISCÓPIO,12
13462,VISORES TELESCOPICOS PARA EMBARCACOES,12
13712,DISCO LINHA GALTON,12
16260,RETICULO CONTAGEM LINHA,12
16684,DIRETORAS DE CONTROLE DE TIRO,12
16685,DISPOSITIVOS E CORRETORES DE CONTROLE DE TIRO,12
16686,SISTEMAS COMPLETOS DE CONTROLE DE TIRO,12
16687,EQUIPAMENTOS ÓTICOS DE VISADA E MEDIÇÃO DE DISTÂNCIA,12
16688,MECANISMOS DE ESTABILIZAÇÃO E CONTROLE DE TIRO,12
16689,EQUIPAMENTO DE DESIGNAÇÃO E INDICAÇÃO DE CONTROLE DE TIRO,12
16690,EQUIPAMENTO DE RECEPÇÃO E TRANSMISSÃO DE CONTROLE DE TIRO(EXCETO DE AERONAVE),12
16691,COMPONENTES DE CONTROLE DE TIRO DE AERONAVES,12
16692,COMPONENTES DE CONTROLE DE TIRO EM AERONAVES DE BOMBARDEIO,12
16693,EQUIPAMENTO RADAR DE CONTROLE DE TIRO (EXCETO DE AERONAVES),12
16694,EQUIPAMENTO SONAR DE CONTROLE DE TIRO,12
16695,EQUIPAMENTOS DIVERSOS DE CONTROLE DE TIRO,12
16696,EQUIPAMENTO DE CONTROLE DE TIRO DIVERSOS,12
