id,pdm
01473,ENVELOPADORA
02350,ALMOFADA DE PASSAR ROUPA INDUSTRIAL
02353,ALMOFADA INDUSTRIAL DE MAQUINA DE PASSAR ROUPA
03089,ASPERGIDOR DE LAVANDERIA
03103,ATADEIRA INDUSTRIAL DE ROLO DE PASSAR ROUPA
04077,CADEIRA DE BARBEARIA
04172,CAIXA REGISTRADORA
04344,CÂMARA FRIGORÍFICA PEÇAS / ACESSÓRIOS
04615,CARRO PARA COMERCIO DE PRODUTOS - AMBULANTE
06101,DESLACRADORA
06782,EQUIPAMENTO EMBALAGEM PALETES
06794,EQUIPAMENTO INDUSTRIAL DE MARCACAO DE ROUPA
07046,ESPREMEDOR INDUSTRIAL DE ROUPA
07228,ETIQUETADEIRA DE EMBALAGEM
07405,FERRO PASSAR ROUPA
07706,FONOGRAFO ACIONADO COM MOEDA ( FICHA )
07846,FRISADORA
07917,GANCHO METÁLICO
08089,GRAVADOR ACIONADO COM MOEDA ( FICHA )
08535,JOGO DE BARBEARIA
08595,APARELHO LACRADOR
08621,LÂMINA SERRILHAR PAPEL
08746,LAVATORIO - CABELO
09141,MÁQUINA / COMPONENTE - EMBALADORA
09159,MAQUINA DE BORDAR
09163,MÁQUINA DE CINTAR EMBALAGEM - PEÇAS / ACESSÓRIOS
09165,MAQUINA DE COLAR EMBALAGEM
09168,MAQUINA DE CONFECCIONAR BANDEJA PARA EMBALAGEM
09169,MAQUINA DE CONFECCIONAR CAIXA
09170,MAQUINA DE CONFECCIONAR CAIXOTE
09177,MÁQUINA DE POLIR CALÇADO
09181,MAQUINA DE EMPACOTAR MOEDA E FICHA TELEFONICA
09182,MÁQUINA TAMPADORA E ENCHEDORA
09198,MAQUINA DE FECHAR GARRAFA
09249,MAQUINA ELETRICA DE CORTAR CABELO
09251,MAQUINA EMBLISTADORA - PEÇAS E ACESSÓRIOS
09267,MAQUINA INDUSTRIAL DE COSTURA RETA
09275,MAQUINA INDUSTRIAL DE ENGOMAR ROUPA
09293,MAQUINA INDUSTRIAL DE PASSAR ROUPA
09301,MÁQUINA LAVAR LOUÇAS - PEÇAS / ACESSÓRIOS
09308,MÁQUINA LAVAR PISO
09309,MÁQUINA LAVAR ROUPA
09310,MÁQUINA LAVAR ROUPA - INDUSTRIAL
09311,MÁQUINA LAVAR / SECAR ROUPA - PEÇA/ACESSÓRIO
09312,MAQUINA MANUAL DE CORTAR CABELO
09324,MAQUINA PARA EMPACOTAMENTO
09333,MÁQUINA GRAMPEADORA
09339,MAQUINA PARA ROTULAGEM
09348,MAQUINA POLIR PISO
09354,MAQUINA SECADORA ROUPA
09357,MAQUINA TAMPAR - FRASCO / VASILHAME
09358,SELADORA EMBALAGEM
09628,MESA DE MANICURE
09647,MESA ELEVATÓRIA
10153,OFICINA MOVEL DE CONSERTO DE CALCADO
10463,PARQUIMETRO
10472,PASSADOR INDUSTRIAL DE ROUPA TIPO ROLO
11185,PRENSA INDUSTRIAL DE VESTUARIO
11810,ROLETA BORBOLETA
11811,ROLETA - PECA / COMPONENTE
11952,SARRAFO PROTEÇÃO LÂMINA CORTE
11957,MÁQUINA SECAR ROUPA
11980,SELADOR/ENCARTUCHADOR/INCAPSULADOR-PEÇA/ACESSÓRIO
12464,TABUA INDUSTRIAL DE PASSAR ROUPA
12465,TABUA PASSAR ROUPA
13183,UNIDADE INDUSTRIAL MOVEL PARA LAVAGEM A SECO
13184,UNIDADE INDUSTRIAL MOVEL PARA LAVANDERIA
14029,LAVADORA ALTA PRESSÃO
14038,MÁQUINA RECRAVADORA TAMPA
14142,CONJUNTO TRANSPORTADOR RÓTULOS
14147,BORRACHA DISCO PUXADOR RÓTULOS
14635,MÁQUINA COPIAR CHAVES
15541,FITA ALGODÃO
16284,MÁQUINA REABASTECIMENTO CARTUCHO IMPRESSORA
16409,MÁQUINA LAVAR LOUÇAS
16881,EQUIPAMENTOS DE LAVANDERIA E LAVAGEM A SECO
16882,EQUIPAMENTOS PARA CONSERTO DE CALÇADOS
16883,MÁQUINAS DE COSTURA INDUSTRIAL E OFICINAS MÓVEIS DE CONSER-TOS EM TECIDOS
16884,MÁQUINAS DE EMBALAGEM E EMPACOTAMENTO
16885,MAQUINAS INDUSTRIAIS DE VIDRO E CRISTAIS
16886,MÁQUINAS REGISTRADORAS AUTOMÁTICAS E MÁQUINAS ACIONADAS COMFICHAS
16887,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS
17571,CONJUNTO DE EIXO
17572,EIXO DOBRADOR
17573,MOLA MANCAL
17575,CORREIA ALIMENTAÇÃO
17956,SELADORA ELÉTRICA
18332,MÁQUINA PARA ARQUEAR
18437,FIO CORTE
18912,CINTA AGRÍCOLA
