id,pdm
05014,CINTA DE ANEL DE SEGMENTO DE MOTOR
05630,CONEXAO T DO TUBO DE ABASTECIMENTO DE MOTOR A GASOLINA
05699,CONJUNTO DE BOMBA DE OLEO DE MOTOR A GASOLINA
05808,CONTROLADOR DE PARADA AUTOMATICA - TURBINA A VAPOR
05893,CORREIA DENTADA TRANSMISSÃO
05951,COXIM DE FIXACAO DE MOTOR A GASOLINA
05990,CRUZETA MÁQUINA À VAPOR
06429,EIXO DE COMANDO
06430,EIXO COMANDO VÁLVULA
06431,EIXO DE MANIVELA ( VIRABREQUIM ) - MAQUINA A VAPOR
06432,EIXO DE MANIVELA ( VIRABREQUIM ) - MOTOR A ALCOOL
06433,EIXO DE MANIVELA ( VIRABREQUIM ) - MOTOR A DIESEL
06434,EIXO DE MANIVELA ( VIRABREQUIM ) - MOTOR A GAS
06435,EIXO DE MANIVELA ( VIRABREQUIM ) - MOTOR GASOLINA
06439,EIXO MOTRIZ - MAQUINA A VAPOR
06517,EMBOLO
06574,ENGRENAGEM COMANDO DISTRIBUIDOR
06575,ENGRENAGEM DE COMANDO DO DISTRIBUIDOR - MOTOR GASOLINA
06980,ESPACADOR DE BALANCIM DE MOTOR A GASOLINA
07683,FOGUETE - MOTOR / COMPONENTES
08173,HASTE DE EMBOLO EXCENTRICO - MAQUINA A VAPOR
08176,HASTE DE UNIAO DE SISTEMA DE PRE - AQUECIMENTO DE MOTOR A GASOLINA
08180,HASTE LATERAL SISTEMA DE PRE - AQUECIMENTO DE CILINDRO DE MOTOR A GASOLINA
08279,IGNITOR PARA MOTOR FOGUETE
08450,INTERRUPTOR PRESSÃO ÓLEO MOTOR GASOLINA/DIESEL
09853,MOLA DE FIXACAO TAMPA CABECOTE - MOTOR GASOLINA
09855,MOLA DE RETROCESSO SISTEMA RESFRIAMENTO A AR - MO TOR GASOLINA
09860,MOLA ESPACADORA ARVORE MANIVELA - MOTOR GASOLINA
09936,MOTOCICLETA - COLETOR ADMISSAO
09951,MOTOR - AEROMODELO
09952,MOTOR A JATO EXCETO DE AERONAVE
09953,MOTOR A JATO EXCETO O DE MISSIL GUIADO
09956,MOTOR DE AR COMPRIMIDO
09958,MOTOR DE EXPLOSAO A ALCOOL
09959,MOTOR DE EXPLOSAO A GAS EXCETO DE AERONAVE
09960,MOTOR DE EXPLOSAO A GASOLINA EXCETO DE AERONAVE
09964,MOTOR DE POPA
09966,MOTOR DIESEL VEÍCULO AUTOMOTIVO
09967,MOTOR DIESEL DE LOCOMOTIVA
09968,MOTOR DIESEL MARITIMO
09984,MOTOR ESTACIONARIO
09985,MOTOR PRIMARIO DE AERONAVE
09986,MOTOR PRIMARIO DE AERONAVE
09987,MOTOR PRIMARIO DE MISSIL GUIADO
09988,MOTOR PRIMARIO DE TURBO - JATO DE AERONAVE
09989,MOTOR PRIMARIO DE TURBO - PROPULSOR DE AERONAVE
09990,MOTOR PRIMARIO DO TIPO FOGUETE A COMBUSTIVEL DE AERONAVE
09991,MOTOR PRIMARIO DO TIPO FOGUETE A COMBUSTIVEL PARA FOGUETE
09992,MOTOR PRIMARIO DO TIPO FOGUETE A COMBUSTIVEL PARA MISSIL GUIADO
09994,MOTOR SEMI - DIESEL MARITIMO
09995,MOTOR SEMI - DIESEL PARA AUTOMOVEL
09996,MOTOR SEMI - DIESEL PARA LOCOMOTIVA
10321,PALHETA FIXA DE TURBINA A VAPOR
10323,LÂMINA TURBINA DE VAPOR
10785,PISTAO / EMBOLO DE MOTOR DE EMBARCACAO
10786,PISTAO DE MAQUINA A VAPOR
10787,PISTÃO DE MOTOR A DIESEL
10788,PISTÃO
10846,PLACA EXPANSORA DE TURBINA A VAPOR
10949,POLIA ARVORE MANIVELA
10951,POLIA DE ARVORE DE MANIVELA DE MOTOR A GASOLINA
11102,PORTINHOLA ESQUERDA / DIREITA SISTEMA PRE - AQUECIMENTO DE CILINDRO
11268,PROPELENTE LIQUIDO ACONDICIONADO EM EMBALAGEM CONSUMIVEL PARA MISSIL
11590,REGULADOR DE VELOCIDADE DE TURBINA HIDRAULICA
11666,RESERVATORIO COMBUSTIVEL PARA MOTOR A JATO - AERONAVE
11667,RESERVATORIO COMBUSTIVEL PARA TURBINA A GAS - AERONAVE
11841,ROTOR DE TURBINA A VAPOR
11842,ROTOR DE TURBINA HIDRÁULICA
12510,TAMPA CABECOTE DE MOTOR - VEICULO AUTOMOTIVO
12516,TAMPA DO FILTRO DA BOMBA DE OLEO DE MOTOR A GASOLINA
12521,TAMPA PROTETORA CABECOTE MOTOR CAMINHAO
12522,TAMPA PROTETORA CABECOTE MOTOR ONIBUS
12523,TAMPA PROTETORA CORREIA DENTADA
13026,TUBO ADMISSAO E ESCAPE - MOTOR DE EMBARCACAO
13034,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL
13102,TUBO GUIA DA VARETA NIVEL DE OLEO DO BLOCO DO CILINDRO - MOTOR A GASOLINA
13113,TUBO PROTETOR DE ESCAPAMENTO DE DESCARGA - MOTOR A GASOLINA
13124,TUCHO COMANDO VALVULA
13135,TURBINA A GAS EXCETO A DE MISSIL GUIADO
13136,TURBINA A GAS EXCETO DE AERONAVE
13257,VALVULA DE ESCAPAMENTO DO MOTOR A GASOLINA
13264,VALVULA DE MOTOR DE EMBARCACAO
13308,VARETA MEDIDORA DE NIVEL DO OLEO DE MOTOR A GASOLINA
13477,VOLANTE MOTOR
15381,CARCAÇA VENTILADOR MOTOR SERRA
15395,TUBO NÍVEL ÓLEO
15855,MOTOR ARTICULAÇÃO PORTA
16293,TUBO NÍVEL ÁGUA MOTOR GASOLINA
16294,EIXO MANIVELA - MOTOR DIESEL
16609,MOTOR POPA
16810,MOTORES A GASOLINA E COMPONENTES, EXCETO OS DE AERONAVES
16811,MOTORES A GASOLINA PARA AERONAVES E COMPONENTES
16812,TURBINA MOTOR
16813,MÁQUINAS ALTERNATIVAS A VAPOR E COMPONENTES
16814,TURBINAS A VAPOR E COMPONENTES
16815,TURBINAS E RODAS D'ÁGUA E COMPONENTES
16816,TURBINAS A GÁS E MOTORES A JATO E COMPONENTES, EXCETO OS DEAERONAVE
16817,TURBINAS A GÁS E MOTORES A JATO DE AERONAVES E COMPONENTES
16818,MOTORES DE FOGUETES E COMPONENTES
16819,MOTORES ROTATIVOS A GASOLINA E COMPONENTES
16820,MOTORES DIVERSOS E COMPONENTES
17370,RETENTOR EIXO HÉLICE
17371,ROTOR BOMBA D'ÁGUA
17726,ROLETE DE BIELA
17889,MOTOR DIESEL
