id,pdm
01022,MAÇARICO SOLDA
01027,MAÇARICO CORTE
01028,FORNO MUFLA
01029,GABINETE JATEAMENTO AREIA
01030,EQUIPAMENTO SOLDAGEM ARCO
01033,FURADEIRA COLUNA
01034,TRANSFORMADOR SOLDAGEM
01035,RETIFICADOR SOLDAGEM
01036,MÁQUINA SOLDA PORTÁTIL
01040,SOLDAGEM SEMI-AUTOMÁTICA
01047,REBARBADORA ANGULAR
01048,FORNO CÂMARA
01061,CALANDRA ROTATIVA
01062,MÁQUINA TREFILAR
01065,GUILHOTINA INDUSTRIAL
01066,CHAMFRADEIRA
01078,PRENSA PNEUMÁTICA CADERNO DOBRADO/LIVRO COSTURADO
01081,MANDRIL COM PINÇA
01084,TORNO VERTICAL
01085,FRESADORA COMANDO NUMÉRICO
01086,FRESADORA UNIVERSAL
01087,PINÇA
01088,PORTA-MACHO
01089,AFIADORA BURIL FRESA
01090,AFIADORA FERRAMENTA GRAVAÇÃO
01091,PRENSA HIDRÁULICA REPUXE
01092,PRENSA MANUAL
01096,TESOURA MECÂNICA
01107,SERRA CIRCULAR
01108,ROSQUEADEIRA PORTÁTIL
01109,SERRA PORTÁTIL
01110,TESOURA PORTÁTIL
01111,ESMERILHADEIRA PORTÁTIL
01119,TORNO UNIVERSAL
01120,PRENSA HIDRÁULICA ELÉTRICA
01121,SERRA RÁPIDA PORTÁTIL
01122,MARTELETE
01131,POLITRIZ MOTORIZADA
01136,FIO SOLDA
01137,FLUXO SOLDA
01141,SOLDA ESTANHO
01144,POLITRIZ ANGULAR
01147,ARAME SOLDA
01148,PRENSA HIDRÁULICA ELÉTRICA DIGITAL
01149,PRENSA HIDRÁULICA MANUAL DIGITAL
01152,PRENSA HORIZONTAL
01153,SULCADOR
01157,ELETRODO SOLDA
01158,PRENSA PARA ENSAIO ELÉTRICA
01159,SERRA ESQUADRIA
01175,SUPORTE FERRO SOLDA
01177,ESTAÇÃO SOLDA
01179,MÁQUINA SOLDA
01193,SUGADOR SOLDA
01215,ABAFADOR ARCO VOLTAICO
