01699,ACESSORIO DE ROLAMENTO
02502,ANEL EXTERNO DE PISTA DE ROLAMENTO
02505,ANEL INTERNO DE PISTA DE ROLAMENTO
03060,ARRUELA SEGURANÇA ROLAMENTO
03935,BUCHA ( MANCAL NÃO MONTADO )
03937,BUCHA DE ROLAMENTO
03938,BUCHA DE ROLAMENTO
03941,BUCHA FIXACAO ROLAMENTO
04173,CAIXA ROLAMENTO BIPARTIDA
04174,CAIXA ROLAMENTO INTEIRIÇA
04218,CALÇO ROLAMENTO
04446,CAPA DE ROLAMENTO
04536,CARCAÇA DE ROLAMENTO
05564,CONE DE ROLAMENTO
06310,DISPOSITIVO FIXAÇÃO ROLAMENTO
06956,ESFERA
06958,ESFERA DE ROLAMENTO
09059,MANCAL ACO ESTAMPADO
09060,MANCAL ANTI - FRICCAO
09061,MANCAL COMPLETO COM CARCACA DE TIPO ESPECIAL
09062,MANCAL COMPLETO COM FLANGE
09065,MANCAL ESPECIAL SOB ENCOMENDA
09066,MANCAL EXPANSAO AXIAL
09067,MANCAL FLANGE ROLAMENTO FURO CONICO
09068,MANCAL FRICCAO
09069,MANCAL MONTADO METAL PATENTE
09071,MANCAL PENDENTE HORIZONTAL
09072,MANCAL PENDENTE VERTICAL
09073,MANCAL SOB ENCOMENDA
09074,MANCAL SOB PRESSAO
09075,MANCAL TIPO ARRUELA
09076,MANCAL TIPO BIPARTIDO
09077,MANCAL TIPO LUVA
09078,MANCAL TIPO MONOBLOCO
09079,MANCAL TIPO TERMINAL
09720,MICRO - ROLAMENTO
09772,MINI - ROLAMENTO
10642,PEQUENO ROLAMENTO
11029,PORCA PARA ROLAMENTO
11073,PORTA ESFERA COM OU SEM REBITE PARA ROLAMENTO
11074,PORTA ESFERA DE ACO PRE - REBITADO PARA ROLAMENTO
11075,PORTA ESFERA DE NYLON PARA ROLAMENTO
11085,PORTA ROLO DE ACO PARA ROLAMENTO CONICO
11786,ROLAMENTO ALOJADO
11787,ROLAMENTO AUTOCOMPENSADOR ESFERA
11788,ROLAMENTO AXIAL AGULHA
11789,ROLAMENTO AXIAL AUTOCOMPENSADOR ROLO
11790,ROLAMENTO AXIAL ESFERA
11791,ROLAMENTO AXIAL ROLO CILINDRICO
11793,ROLAMENTO COMPLETO COM CARCACA
11794,ROLAMENTO COMPLETO COM FLANGE
11795,ROLAMENTO RADIAL AGULHA
11796,ROLAMENTO DE CONE
11797,ROLAMENTO DE ESFERA
11798,ROLAMENTO DE ESTEIRA
11799,ROLAMENTO DE ROLETE
11800,ROLAMENTO ESFERA CONTATO ANGULAR
11801,ROLAMENTO
11802,ROLAMENTO GAIOLA AGULHA
11803,ROLAMENTO RIGIDO ESFERA
11804,ROLAMENTO ROLO
11813,ROLETE CILINDRICO
11816,ROLETE DE ROLAMENTO
12447,SUSPENSÃO VEÍCULO AUTOMOTIVO - ROLAMENTO
13155,UNIDADE BLINDADA DE ROLAMENTO
15745,ROLAMENTO PARA COPIADORA
16274,MANCAL LINEAR FECHADO
16836,ROLAMENTOS ANTIFRICÇÃO NÃO MONTADOS
16837,MANCAIS NÃO MONTADOS
16838,ROLAMENTOS E MANCAIS MONTADOS
