id,pdm,grupo
01290,SOQUETE ARMA DE FOGO,10
01291,SOQUETE ARMA DE FOGO,10
01712,PEÇAS / ACESSÓRIOS ARMAMENTO,10
02994,ARMA DE FOGO - EMPUNHÁVEL - MÉDIO PORTE,10
02995,ARMA DE FOGO DE PEQUENO PORTE - REVÓLVER / PISTOLA,10
03204,BAINHA FACÃO CAÇA,10
04050,CABO PARA ARMA DE FOGO,10
04419,PEÇAS / COMPONENTES CANHÃO,10
04570,CARREGADOR PARA MUNIÇÃO,10
06944,ESCOVA DE LIMPEZA DE ARMA,10
07019,ESPINGARDAS PARA CACA SUBMARINA,10
07120,ESTEIRAS PARA CARGAS DE PROFUNDIDADE,10
07155,ESTOJO DE LIMPEZA DE ARMA,10
07282,FACOES DE CACA,10
07688,FOLE PARA CANHAO,10
07889,FUZIS,10
08681,LANCA-CHAMAS,10
08686,LANCADORES ADAPTAVEIS PARA EMPREGO DE MISSEIS GUIADOS,10
08687,LANCADORES DE CARREGAMENTO SIMPLES PARA ARMAS DE FOGO DE CALIBRE ACIMA DE 30MM ATE 75MM,10
08688,LANCADORES DE DE TIROS AUTOMATICOS PARA ARMAS DE FOGO DE CALIBRE ACIMA DE 30MM ATE 75MM,10
08689,LANCADORES DE FOGUETES AEROTRANSPORTADOS,10
08690,LANCADORES DE GRANADA DE CARTUCHOS COMPLETO PARA ARMAS DE FOGO DE CALIBRE ACIMA DE 30MM ATE 75MM,10
08691,LANCADORES DE GRANADAS DE CARREGAMENTO AUTOMATICO PARA ARMAS DE FOG DE CALIB ACIMA DE 30MM ATE 75MM,10
09520,MECANISMOS DE CULATRA PARA ARMAS DE CALIBRE ACIMA DE 30MM ATE 75MM,10
09521,MECANISMOS DE CULATRAS PARA ARMAS DE CALIBRE ACIMA DE 125MM ATE 150MM,10
09522,MECANISMOS DE CULATRAS PARA ARMAS DE CALIBRE ACIMA DE 300MM,10
09523,MECANISMOS DE CULATRAS PARA ARMAS DE CALIBRE ACIMA DE 75MM ATE 125MM,10
09524,MECANISMOS DE INSTRUCAO PARA ARMAS DE CALIBRE ACIMA DE 300MM,10
09706,METRALHADORA / COMPONENTE,10
09707,METRALHADORAS,10
10799,PISTOLA,10
10904,PLATAFORMAS DE DISPARO PARA ARMAS DE CALIBRE ACIMA DE 150MM ATE 200MM,10
11501,REDE DE NEBLINA,10
11529,REFLETORES PARA ARMAS DE CALIBRE ACIMA DE 200MM ATE 300MM,10
11747,RIFLES,10
11873,SABRE,10
12058,SILENCIADOR DE ARMA,10
12060,SILENCIADORES,10
12073,SIMULADORES DE ARTILHARIA,10
12074,SIMULADORES DE VEICULOS,10
12075,SIMULADORES DE AERONAVES,10
12124,SISTEMA DE LIMPEZA / MANUTENCAO DE MATERIAL BELICO PORTATIL,10
12172,COMPONENTE / SOBRESSALENTE USO MILITAR,10
12377,SUPORTE DE ARMAS DE CALIBRE ACIMA DE 30MM ATE 75MM,10
12409,SUPORTE PARA ARMAS DE CALIBRE ACIMA DE 75MM ATE 125MM,10
12430,SUPORTES PARA ARMAS DE CALIBRE ACIMA DE 150MM ATE 200MM,10
12505,TAMBORES,10
13130,PEÇAS / COMPONENTES TUBOS DE TORPEDOS,10
13794,ANEL FERROLHO,10
13795,CHAVE FERROLHO,10
13796,EXTRATOR CÁPSULA,10
13797,TUBO TOMADA GÁS,10
13799,REFORÇADOR TIRO FESTIM,10
13800,MOLA EJETOR,10
13801,EJETOR,10
13802,PINO SEGURANÇA MIRA,10
13803,PINO TUBO TOMADA GÁS,10
13808,MOLA EXTRATOR,10
13809,INSERSOR MOLA EXTRATOR,10
13810,PERCUSSOR,10
14112,MOLA RECUPERADORA,10
14115,EMPUNHADURA METRALHADORA,10
14123,MOLA PERCUSSOR,10
14124,GUARDA-MÃO SUBMETRALHADORA,10
14125,BANDOLEIRA,10
14129,SUPORTE ROLETE,10
14174,FACA OPERAÇÃO TÁTICA,10
14928,MOLA ARMADILHA PISTOLA,10
14930,CANO PISTOLA,10
14934,MERGULHADOR BLOCO TRANCAMENTO,10
14981,BLOCO TRANCAMENTO,10
14983,TIRANTE GATILHO,10
14985,MOLA TIRANTE GATILHO,10
14986,ARMADILHA,10
14988,CÃO,10
14990,IMPULSOR TRAVA PERCUSSOR,10
14991,MOLA GATILHO,10
14992,MOLA RETÉM FERROLHO,10
14995,MOLA MERGULHADOR REGISTRO SEGURANÇA,10
14996,FUNDO CARREGADOR,10
14998,PLACA PUNHO,10
14999,PARAFUSO PLACA PUNHO,10
15001,BUCHA PLACA PUNHO,10
15002,CARREGADOR MUNIÇÃO,10
15003,ESTOJO PORTA CARREGADOR,10
15007,MOLA CÃO,10
15115,MOLA REGISTRO SEGURANÇA PISTOLA,10
15130,BUCHA DA PLACA PUNHO ESQUERDO,10
15402,KIT CONVERSÃO,10
15404,CONJUNTO CONVERSÃO MUNIÇÃO,10
15813,PERCINTA,10
16109,ESTOJO LIMPEZA ARMAMENTO,10
16657,ARMA NÃO LETAL,10
16658,ARMAS DE FOGO DE CALIBRE ACIMA DE 30MM ATÉ 75MM,10
16659,ARMAS DE FOGO DE CALIBRE ACIMA DE 75MM ATÉ 125MM,10
16660,ARMAS DE FOGO DE CALIBRE ACIMA DE 125MM ATÉ 150MM,10
16661,ARMAS DE FOGO DE CALIBRE ACIMA DE 150MM ATÉ 200MM,10
16662,ARMAS DE FOGO DE CALIBRE ACIMA DE 200MM ATÉ 300MM,10
16663,ARMAS DE FOGO DE CALIBRE ACIMA DE 300MM,10
16664,ARMAMENTO E EQUIPAMENTOS DE GUERRA QUÍMICA,10
16665,LANÇADORES DE TORPEDOS E DE BOMBAS DE PROFUNDIDADE,10
16666,LANÇADORES DE FOGUETES E PIROTÉCNICOS,10
16667,REDES SUBMARINAS DE DEFESA DE PORTOS,10
16668,EQUIPAMENTOS DE DESMAGNETIZAÇÃO E DE VARREDURA DE MINAS,10
16669,ACESSÓRIO/EQUIPAMENTO CAMUFLAGEM E DISSIMULAÇÃO,10
16670,CONJUNTOS INTERCAMBIÁVEIS DE DUAS OU MAIS CLASSES,10
17586,ANEL VEDAÇÃO ARMAMENTO,10
17587,PARAFUSO ARMAMENTO,10
17996,ESPARGIDOR DEFENSIVO,10
18369,PORCA ARMAMENTO,10
