id,pdm
00528,BOMBA VÁCUO
03719,BOMBA DIAFRAGMA
03720,BOMBA ALTERNATIVA HASTE
03721,BOMBA D'ÁGUA - PEÇA/COMPONENTE
03722,BOMBA ALTERNATIVA PARA ÓLEO
03726,BOMBA CENTRÍFUGA - PEÇA / COMPONENTE
03727,BOMBA CENTRÍFUGA AXIAL
03728,BOMBA CENTRIFUGA DE FILTRO MISTO HORIZONTAL
03729,BOMBA CENTRIFUGA DE FLUXO MISTO
03730,BOMBA CENTRIFUGA DE FLUXO MISTO VERTICAL
03731,BOMBA CENTRIFUGA DE PEQUENO PORTE
03733,BOMBA CENTRÍFUGA
03734,BOMBA CENTRIFUGA RADIAL
03743,BOMBA DE ALTERNATIVA A PISTAO
03745,BOMBA DE AR PEÇAS E ACESSÓRIOS
03751,BOMBA DE DEFLACAO
03754,BOMBA DE EIXO VERTICAL E HORIZONTAL
03755,BOMBA ENCHER
03756,BOMBA ENCHER PNEU DE BICICLETA
03757,BOMBA DE ENCHER PNEU DE VEICULO AUTOMOTIVO E AERONAVE
03760,BOMBA DE FLUIDO DE PERFURACAO
03761,BOMBA DE INFLACAO
03763,BOMBA DE VÁCUO - PEÇAS / ACESSÓRIOS
03766,BOMBA DE VACUO
03767,BOMBA DE VÁCUO
03769,PEÇAS/ACESSÓRIOS BOMBA DOSADORA / HIDRÁULICA
03771,BOMBA ENGRENAGEM
03772,BOMBA ESPECIAL JATO DE AR
03775,BOMBA HIDRAULICA CIRCULACAO
03776,BOMBA HIDRÁULICA
03777,BOMBA HIDRÁULICA TIPO DOMÉSTICA
03782,BOMBA LAMA
03785,BOMBA MAGNETICA
03787,BOMBA MANUAL DE ENCHER PNEU - VEICULO AUTOMOTIVO
03788,BOMBA MANUAL DE TRANSFERENCIA DE COMBUSTIVEL
03789,BOMBA OPERADA A LIQUIDO E GASES
03790,BOMBA PARA CAMARA DE AR ( MOTOBOMBA )
03792,BOMBA PERISTÁLTICA / PEÇAS E ACESSÓRIOS
03795,BOMBA SUBMERSA PEÇAS E ACESSÓRIOS
03797,BOMBA TURBINA VERTICAL E HORIZONTAL
04420,CANHÃO DE ÁGUA
04561,CARNEIRO HIDRÁULICO
04756,CENTRÍFUGA INDUSTRIAL / PEÇAS E ACESSÓRIOS
05499,COMPRESSOR ALTERNATIVO PARA VAZAO DE 300 M3/MIN. EACIMA
05502,COMPRESSOR DE AR
05503,COMPRESSOR HERMÉTICO ALTERNATIVO
05504,COMPRESSOR DE AR DE ANEL LIQUIDO
05505,COMPRESSOR DE AR DE LOBULOS PARALELOS (ROOTS)
05506,COMPRESSOR DE AR DE PARAFUSO
05507,COMPRESSOR DE AR ROTATIVO
05508,COMPRESSOR GÁS ALTERNATIVO
05509,COMPRESSOR DE GAS CENTRIFUGO RADIAL
05510,COMPRESSOR DE GAS DE ANEL LIQUIDO
05511,COMPRESSOR DE GAS DE PARAFUSO
05512,COMPRESSOR DE GAS LOBULOS PARALELOS (ROOTS)
05513,COMPRESSOR GÁS ROTATIVO
05514,COMPRESSOR MONTADO EM CAMINHAO
05515,COMPRESSOR MONTADO REBOQUE
05516,COMPRESSOR MONTADO EM VIATURA
05518,COMPRESSOR PORTÁTIL DIAFRAGMA
05519,COMPRESSOR PORTÁTIL PISTÃO
05765,CONJUNTO MOTOR BOMBA
06446,ELEMENTO FILTRANTE
06456,ELETROBOMBA
07448,FILTRO [ Y ]
07452,FILTRO SEPARADOR AR
07453,FILTRO A VACUO
07457,FILTRO CARTUCHO
07458,FILTRO CESTO
07459,FILTRO CESTO DUPLO
07460,FILTRO COLETOR DE PÓ
07462,FILTRO CONICO
07470,FILTRO DE FIBRA DE VIDRO
07482,FILTRO GAVETA
07486,FILTRO PARA AR COMPRIMIDO
07487,FILTRO PARA LINHA DE GAS
07488,FILTRO LINHA
07491,FILTRO PLANO
07493,FILTRO REGULADOR DE PRESSAO
08741,LAVADOR DE GAS
10556,PEÇA/COMPONENTE COMPRESSOR
11308,PROTETOR DE BOMBA - SUBMERSA / IRRIGACAO
11343,PURGADOR
11512,BOMBA
11996,SEMEADOR CENTRIFUGO PARA LIQUIDO
11997,SEMEADOR CENTRIFUGO PARA SOLIDOS
12024,SEPARADOR INDUSTRIAL
12579,TECIDO PARA FILTRO
13176,UNIDADE DE TRATAMENTO DE GAS SF6
13177,UNIDADE DE TRATAMENTO DE OLEO ISOLANTE
13186,UNIDADE MOVEL PARA TRATAMENTO DE OLEO
13770,REGULADOR PRESSÃO
14298,BOMBA HIDRÁULICA MANUAL
14376,BOMBA AMOSTRAGEM AR
14377,FILTRO BOMBA AMOSTRAGEM AR
14379,CICLONE
15162,BOMBA CENTRÍFUGA ÁGUA
15250,REGULADOR BOTIJÃO GÁS
15277,FILTRO ORDENHADEIRA
15340,REGULADOR GÁS
15635,BOMBA CORTADEIRA PRECISÃO
16218,ESTATOR
16945,BOMBAS E COMPRESSORES A VÁCUO
16946,CONJUNTO CILINDRO / BOMBA
16947,CENTRIFUGADORES, SEPARADORES E FILTROS DE PRESSÃO E A VÁCUO
17923,COMPRESSOR HERMÉTICO SCROLL
17924,VÁLVULA SERVIÇO COMPRESSOR
18717,PINO COMPRESSOR
