id,pdm,grupo
01699,ACESSORIO DE ROLAMENTO,31
02502,ANEL EXTERNO DE PISTA DE ROLAMENTO,31
02505,ANEL INTERNO DE PISTA DE ROLAMENTO,31
03060,ARRUELA SEGURANÇA ROLAMENTO,31
03935,BUCHA ( MANCAL NÃO MONTADO ),31
03937,BUCHA DE ROLAMENTO,31
03938,BUCHA DE ROLAMENTO,31
03941,BUCHA FIXACAO ROLAMENTO,31
04173,CAIXA ROLAMENTO BIPARTIDA,31
04174,CAIXA ROLAMENTO INTEIRIÇA,31
04218,CALÇO ROLAMENTO,31
04446,CAPA DE ROLAMENTO,31
04536,CARCAÇA DE ROLAMENTO,31
05564,CONE DE ROLAMENTO,31
06310,DISPOSITIVO FIXAÇÃO ROLAMENTO,31
06956,ESFERA,31
06958,ESFERA DE ROLAMENTO,31
09059,MANCAL ACO ESTAMPADO,31
09060,MANCAL ANTI - FRICCAO,31
09061,MANCAL COMPLETO COM CARCACA DE TIPO ESPECIAL,31
09062,MANCAL COMPLETO COM FLANGE,31
09065,MANCAL ESPECIAL SOB ENCOMENDA,31
09066,MANCAL EXPANSAO AXIAL,31
09067,MANCAL FLANGE ROLAMENTO FURO CONICO,31
09068,MANCAL FRICCAO,31
09069,MANCAL MONTADO METAL PATENTE,31
09071,MANCAL PENDENTE HORIZONTAL,31
09072,MANCAL PENDENTE VERTICAL,31
09073,MANCAL SOB ENCOMENDA,31
09074,MANCAL SOB PRESSAO,31
09075,MANCAL TIPO ARRUELA,31
09076,MANCAL TIPO BIPARTIDO,31
09077,MANCAL TIPO LUVA,31
09078,MANCAL TIPO MONOBLOCO,31
09079,MANCAL TIPO TERMINAL,31
09720,MICRO - ROLAMENTO,31
09772,MINI - ROLAMENTO,31
10642,PEQUENO ROLAMENTO,31
11029,PORCA PARA ROLAMENTO,31
11073,PORTA ESFERA COM OU SEM REBITE PARA ROLAMENTO,31
11074,PORTA ESFERA DE ACO PRE - REBITADO PARA ROLAMENTO,31
11075,PORTA ESFERA DE NYLON PARA ROLAMENTO,31
11085,PORTA ROLO DE ACO PARA ROLAMENTO CONICO,31
11786,ROLAMENTO ALOJADO,31
11787,ROLAMENTO AUTOCOMPENSADOR ESFERA,31
11788,ROLAMENTO AXIAL AGULHA,31
11789,ROLAMENTO AXIAL AUTOCOMPENSADOR ROLO,31
11790,ROLAMENTO AXIAL ESFERA,31
11791,ROLAMENTO AXIAL ROLO CILINDRICO,31
11793,ROLAMENTO COMPLETO COM CARCACA,31
11794,ROLAMENTO COMPLETO COM FLANGE,31
11795,ROLAMENTO RADIAL AGULHA,31
11796,ROLAMENTO DE CONE,31
11797,ROLAMENTO DE ESFERA,31
11798,ROLAMENTO DE ESTEIRA,31
11799,ROLAMENTO DE ROLETE,31
11800,ROLAMENTO ESFERA CONTATO ANGULAR,31
11801,ROLAMENTO,31
11802,ROLAMENTO GAIOLA AGULHA,31
11803,ROLAMENTO RIGIDO ESFERA,31
11804,ROLAMENTO ROLO,31
11813,ROLETE CILINDRICO,31
11816,ROLETE DE ROLAMENTO,31
12447,SUSPENSÃO VEÍCULO AUTOMOTIVO - ROLAMENTO,31
13155,UNIDADE BLINDADA DE ROLAMENTO,31
15745,ROLAMENTO PARA COPIADORA,31
16274,MANCAL LINEAR FECHADO,31
16836,ROLAMENTOS ANTIFRICÇÃO NÃO MONTADOS,31
16837,MANCAIS NÃO MONTADOS,31
16838,ROLAMENTOS E MANCAIS MONTADOS,31
