id,pdm
01725,PEÇA / ACESSÓRIO - FIBRA ÓPTICA
04028,CABO FIBRA ÓTICA
04029,CABO DE FIBRA OPTICA DE TRANSMISSAO DE DADOS
04030,CORDÃO ÓPTICO
05556,CONDUTOR FIBRA ÓTICA
05763,CONJUNTO MONTADO CABO DE FIBRA OPTICA PARA TRANSMISSAO DE DADOS
05764,CONJUNTO MONTADO CABO DE FIBRA ÓPTICA
05861,CORDAO DE FIBRA OPTICA
05864,CORDAO OTICO / BIFIBRA
05865,CORDAO OTICO / MONOFIBRA
09453,MATERIAL DE REFORCO DE CABO DE FIBRA OTICA
12011,SENSOR FIBRA ÓTICA
14655,TRANSCEPTOR CONVERSOR CABO FIBRA ÓTICA
16117,EXTENSÃO ÓPTICA
17073,JUNTAS ROTATIVAS
17074,ACOPLADORES , ISOLADORES E MISTURADORES
17075,ATENUADORES
17076,FILTROS
17077,MULTIPLEXADORES E DEMULTIPLEXADORES
17078,CONDUTORES DE FIBRA ÓTICA
17081,INTERRUPTORES DE FIBRA ÓTICA
17082,TRANSMISSORES DE FIBRA OTICA
17083,RECEPTORES DE FIBRA OTICA
17084,REPETIDORES OTICOS
17085,DISPOSITIVOS DE FIBRA ÓTICA
17086,CIRCUITOS OTICOS INTEGRADOS
17087,FONTES DE LUZ DE FIBRA ÓTICA E FOTODETETORES
17088,FOTO DETETORES DE FIBRA OTICA
17090,DISPOSITIVOS DE TRANSFERÊNCIA DE LUZ E DE IMAGEM DE FIBRA Ó-TICA
17091,MÁQUINA FUSÃO FIBRA ÓTICA
17092,DISPOSITIVOS PASSIVOS DE FIBRA OTICA
17093,INTERCONECTORES E SUPRIMENTOS DE FIBRA ÓTICA
17094,ACESSÓRIOS E MATERIAIS DE FIBRAS ÓTICAS
17095,JOGOS E CONJUNTOS DE FIBRAS ÓTICAS
17096,COMPONENTES DIVERSOS DE FIBRA ÓTICA
