id,pdm,grupo
06861,EQUIPAMENTOS OPERACIONAIS DE REGULAGEM DE ARMAMENTO NUCLEAR,11
07026,ESPOLETA DE DISPARO,11
07034,ESPOLETAS,11
07194,ESTROPOS PARA ARMAMENTO NUCLEAR,11
07722,FONTES DE ENERGIA PARA DETONACAO E DISPARO,11
11469,REBOQUES ESPECIAIS PARA ARMAMENTO NUCLEAR,11
11970,SECOES DE BASE,11
11971,SECOES DE CARCACAS,11
11972,SECOES DE CORPO,11
11973,SECOES DE OGIVAS,11
12167,SISTEMAS DE ARMAR E DETONAR VEICULOS ESPACIAIS NUCLEARES DE REENTRADA,11
12429,SUPORTES PARA ARMAMENTO NUCLEAR,11
13195,UNIDADES CONSUMIVEIS DE DETONACAO E DISPARO DE ARMAS NUCLEARES,11
16672,BOMBAS NUCLEARES,11
16673,PROJÉTEIS NUCLEARES,11
16674,OGIVAS NUCLEARES E SEÇÕES DE OGIVAS NUCLEARES,11
16675,BOMBAS NUCLEARES DE PROFUNDIDADE,11
16676,CARGAS NUCLEARES DE DEMOLIÇÃO,11
16677,FOGUETES NUCLEARES,11
16678,CONJUNTOS DE CONVERSÃO PARA ARMAMENTO NUCLEAR,11
16679,DISPOSITIVOS DE DETONAÇÃO E DISPARO DE ARMAMENTO NUCLEAR,11
16680,COMPONENTES NUCLEARES,11
16681,COMPONENTES EXPLOSIVOS E PIROTÉCNICOS DE ARMAMENTO NUCLEAR,11
16682,EQUIPAMENTO ESPECIALIZADO DE MANUSEIO E ENSAIO DE ARMAMENTONUCLEAR,11
16683,MATERIAL BÉLICO NUCLEAR DIVERSOS,11
