id,pdm,grupo
00605,ACUMULADOR ELÉTRICO,61
00606,CABINHO ELÉTRICO FLEXÍVEL,61
00607,CABO NÚ ALUMÍNIO COM ALMA AÇO,61
00608,FIO E CABO ALUMÍNIO,61
00643,CABO TELEFÔNICO,61
00671,CHAVE FUSÍVEL REPETIDORA,61
00672,SECCIONADOR AUTOMÁTICO,61
00673,ACUMULADOR TENSÃO,61
00674,BARRAMENTO BLINDADO,61
00675,CABO AUDIOFREQUÊNCIA,61
00676,CABO COAXIAL,61
00677,CABO FLEXÍVEL ESTANHADO,61
00678,CABO MONOFÁSICO,61
00699,FIO REVESTIMENTO BAIXA TENSÃO,61
01428,MOTOR GERADOR ENERGIA,61
02068,ACUMULADOR ELETRICO ESTACIONARIO ALCALINO,61
02069,ACUMULADOR ELETRICO ESTATICO ESTACIONARIO CHUMBO - ACIDO,61
02366,ALTERNADOR,61
02694,APARELHO DE DISTRIBUICAO ( CONTROLE ELETRICO ),61
02695,APARELHO DE DISTRIBUICAO PARA CONTROLE ELETRICO,61
02723,APARELHO DE MOTOR,61
02927,AQUECEDOR DE ELETROLITO,61
02957,ARAME DE ACO COM REVESTIMENTO DE MATERIAL PLASTICO,61
03003,ARMADURA ( EQUIPAMENTO ELETRICO ROTATIVO),61
03276,BANCO CAPACITOR DERIVAÇÃO,61
03303,BANDEJA DE BATERIA,61
03395,BARRAMENTO COBRE,61
03462,BATERIA TELEFONE CELULAR,61
03463,BATERIA - COMPUTADOR,61
03465,BATERIA FILMADORA,61
03466,BATERIA NO BREAK,61
03467,BATERIA AUTOMOTIVA,61
03468,BATERIA ACUMULADOR,61
03469,BATERIA SELADA,61
03470,BATERIA NAO RECARREGAVEL DE VEICULO,61
03471,BATERIA NAO RECARREGAVEL TIPO AUTOMOTIVA,61
03472,BATERIA NAO RECARREGAVEL TIPO PILHA,61
03473,BATERIA PARA DISTANCIOMETRO,61
03474,BATERIA RÁDIO TRANSCEPTOR,61
03475,BATERIA RECARREGÁVEL,61
03476,BATERIA RECARREGAVEL - AERONAVE,61
03477,BATERIA RECARREGAVEL TIPO AUTOMOTIVA,61
03478,BATERIA RECARREGAVEL TIPO PILHA,61
03479,BATERIA NÃO RECARREGÁVEL,61
03480,BATERIA TERMICA,61
03481,BATERIA TRACIONARIA,61
03635,BOBINA BLOQUEIO,61
03939,BUCHA TRANSFORMADOR,61
03942,BUCHA ISOLANTE DE PASSAGEM,61
03999,CABINE PRIMÁRIA DE ENTRADA DE MEDIÇÃO,61
