id,pdm
00270,REFRIGERADOR ALIMENTOS
00687,AR CONDICIONADO PORTÁTIL
00688,VENTILADOR TETO
00703,COIFA
00704,EXAUSTOR
00705,EXAUSTOR CENTRÍFUGO
00706,HÉLICE VENTILADOR
00707,VENTILADOR AXIAL
00708,DEPURADOR/EXAUSTOR AR
00710,VENTILADOR
00718,AR CONDICIONADO CENTRAL
00763,BALCÃO FRIGORÍFICO
00783,FREEZER
00784,FRIGOBAR
00785,REFRIGERADOR DUPLEX
02739,APARELHO DE REFRIGERAÇÃO
02938,ACOPLAMENTO ELÁSTICO
02939,BOBINA VÁLVULA SOLENÓIDE
02940,AR CONDICIONADO - COMPRESSOR
02941,AR CONDICIONADO - DEFLETOR
02942,AR CONDICIONADO - DIFUSOR
02943,AR CONDICIONADO - EMBARCACAO
02944,AR CONDICIONADO - FILTRO REFRIGERAÇÃO
02945,AR CONDICIONADO - HÉLICE
02946,PROTETOR
02947,AR CONDICIONADO - VEÍCULO
02948,AR CONDICIONADO / REFRIGERAÇÃO - DUTO
02949,AR CONDICIONADO / REFRIGERAÇÃO - TROCADOR CALOR
02950,AR CONDICIONADO / REFRIGERAÇÃO - TUBULAÇÃO
02951,AR CONDICIONADO / REFRIGERAÇÃO - UNIDADE CARGA
02952,AR CONDICIONADO / REFRIGERAÇÃO - UNIDADE TESTE
02953,EQUIPAMENTO ÁGUA GELADA - UNIDADE CLIMATIZADORA
03489,BEBEDOURO ÁGUA
03492,BEBEDOURO ÁGUA GARRAFÃO
04346,CÂMARA FRIGORÍFICA MORTUÁRIA
04444,CAPA DE CIRCULADOR DE AR TIPO DOMESTICO
04450,CAPA PARA VENTILADOR
04748,CAIXA VENTILAÇÃO
05045,CIRCULADOR DE AR DE PEDESTAL
05046,CIRCULADOR AR
05047,CIRCULADOR DE AR NAO INDUSTRIAL
05048,CIRCULADOR INDUSTRIAL DE AR
05462,COMPONENTE OPERATIVO - UNIDADE REFRIGERAÇÃO
05501,COMPRESSOR REFRIGERAÇÃO
05632,CONGELADOR ELÉTRICO / NÃO ELÉTRICO
05642,CONJUNTO CÂMARA FRIA
05771,CONJUNTO REFRIGERAÇÃO LÍQUIDO
05813,CONTROLADOR ELETROMECANICO
05817,CONTROLADOR ELETRONICO MICROPROCESSADO
06411,DUMPER
06544,ENCANAMENTO AR CONDICIONADO E REFRIGERAÇÃO
06635,EQUIPAMENTO / COMPONENTE - REFRIGERAÇÃO
07238,CONJUNTO EXAUSTOR
07476,FILTRO REFRIGERAÇÃO
07480,FILTRO SISTEMA REFRIGERAÇÃO
07829,FREEZER PARA BAIXAS TEMPERATURAS - HOSPITAL / BAN CO DE SANGUE / LABORATORIO / LATICINIO
08426,INSUFLADOR AR ESTÉRIL
08529,JATO VENTILADOR
09197,MÁQUINA FABRICAR GELO
09256,MAQUINA FABRICAR / COMPONENTE - GELO
09917,MOSTRUARIO REFRIGERADO DE MERCADORIA
10527,PEÇA / COMPONENTE - REFRIGERADOR
10557,PECA/COMPONENTE - COMPRESSOR REFRIGERACAO
11536,REFRIGERADOR A GAS
11537,REFRIGERADOR CIENTIFICO
11538,REFRIGERADOR COMERCIAL
11539,REFRIGERADOR DE LABORATÓRIO
11540,REFRIGERADOR DE MATERIAL FOTOGRAFICO
11541,REFRIGERADOR INDUSTRIAL
11986,SELF CONTAINED
12030,SERPENTINA DE COBRE
12117,SISTEMA DE EQUIPAMENTO DA CLASSE 4110
12277,SORVETEIRA
12405,CÂMARA FRIGORÍFICA
12845,TORRE DE REFRIGERACAO
13011,TROCADOR DE CALOR PARA REFRIGERACAO
13012,TROCADOR DE CALOR TIPO REFRIGERACAO
13144,UMIDIFICADOR E PURIFICADOR AMBIENTE
13299,VAPORIZADOR DE AMBIENTE
13373,VENTILADOR DE EMBARCACAO
13375,VENTILADOR DE SOTAO ( RESPIRADOURO )
13376,VENTILADOR INDUSTRIAL
13377,MOTOVENTILADOR
13380,VENTOINHA
13530,REFIL
13559,EQUIPAMENTO DE REFRIGERAÇÃO
13629,REFRIGERADOR DOMÉSTICO
13644,VENTILADOR / EXAUSTOR AXIAL - PEÇA / ACESSÓRIO
13768,APARELHO AR CONDICIONADO
13939,CONJUNTO MANIFOLD
13940,ESTAÇÃO CARGA REFRIGERAÇÃO
14026,ENCHIMENTO DE CONTATO
14049,FREEZER HORIZONTAL
14072,FREEZER VERTICAL
14120,VENTILADOR DE TETO
14161,RÉGUA EVAPORADORA ÁGUA
14437,REFRIGERADOR EXPOSITOR
14565,AR CONDICIONADO-APARELHO
14611,VENTILADOR TIPO TORRE
14773,CHASSI APARELHO AR CONDICIONADO
15017,RESFRIADOR DE LÍQUIDO
15030,DIAFRAGMA VÁLVULA SOLENÓIDE
15112,EVAPORADOR
15136,CONDENSADOR APARELHO AR CONDICIONADO
15167,VENTILADOR EVAPORADOR AR CONDICIONADO
15170,RESERVATÓRIO BEBEDOURO
15179,MOTOR VENTILADOR APARELHO REFRIGERAÇÃO
15196,BOTÃO APARELHO AR CONDICIONADO
15198,DRENO BEBEDOURO
15239,CONDENSADOR ESTÁTICO
15240,GABINETE BEBEDOURO
15241,VÁLVULA EXPANSÃO
15244,PLACA VÁLVULA
15255,CORTINA AR
15616,CONJUNTO VENTILAÇÃO
15716,MICROMOTOR
15724,EXAUSTOR EÓLICO
