id,pdm
03860,BRACO DE SUSTENCAO - AERONAVE
07062,ESQUIS DE FREIO DE AERONAVES
07119,ESTEIRAS DO SISTEMA DE RODAS E FREIO DE AERONAVES
07674,FLUTUADORES DE SISTEMA DE RODAS E FREIO DE AERONAVES
07975,GERADOR DE ELETRICIDADE AUXILIAR DE AERONAVE
07977,GERADOR DE GAS INERTE DE AERONAVES
08143,GUINCHOS DE AERONAVES
08851,LIMPADOR DE PARABRISA ELETRICO DE AERONAVES
08852,LIMPADOR DE PARABRISA HIDRAULICO DE AERONAVES
09415,MASCARAS DE OXIGENIO DE AERONAVES
09815,MOBILIARIO DE AERONAVES
09902,MONTANTES DE TREM DE POUSO DE AERONAVES
09998,MOTORES DO SISTEMA HIDRAULICO. DE VACUO E DEGELO DE AERONAVES
10464,PARTES E COMPONENTES DE SISTEMAS DE EXTINTOR DE INCENDIO DE AERONAVES
10467,PAS DE HELICES DE AERONAVES
10468,PAS DE ROTORES DE ACIONAMENTO DE HELICOPTEROS
10677,PERNAS AMORTECEDORAS DE TREM DE POUSO DE AERONAVES
11045,PORTA-MAPAS DE AERONAVES
11097,PORTAS DE AERONAVES
11356,QUADRANTE DE CONTROLE DE CARLINGA
11357,QUADRANTES DE CONTROLE DA CARLINGA DE AERONAVES
11585,REGULADOR DE CABO DE TENSAO DE AERONAVES
11603,REGULADORES DE PRESSAO DA CABINA DE AERONAVES
11845,ROTORES DE HELICES DE AERONAVES
11985,SELETORES DE PRESSAO DA CABINA DE AERONAVES
12087,SINCRONIZADORES DE HELICES DE AERONAVES
12118,SISTEMA DE EXTINTOR DE INCENDIO EM AERONAVES
12389,SUPORTE DE FIXACAO DE PADIOLAS EM AERONAVES
12498,TALHAS DE AERONAVES
12785,TIRANTES DE TREM DE POUSO DE AERONAVES
12904,TRANSMISSOES MECANICAS DE AERONAVES
13013,TROCADORES DE CALOR DE AERONAVES
13065,TUBO DE MENSAGEM DE AERONAVES
13120,TUBOS DE ALIVIO DE AERONAVES
13121,TUBOS DE RESPIRACAO DE OXIGENIO DE AERONAVES
13196,UNIDADES DE FORCA DE HELICES DE AERONAVES
13295,VALVULAS ESPECIFICAS DO SISTEMA DE FREIO DE AERONAVES
13378,VENTILADORES DE AERONAVES
13457,VISOR DE REFLEXO - AERONAVE
13458,VISOR DE SOL DE AERONAVES
16215,JANELA AERONAVE
16224,PÁRA-BRISA
16261,PEÇAS E COMPONENTES DA CARENAGEM AERONAVES
16744,HELICES DE AERONAVES
16745,PÁS DE ROTOR DE HELICOPTERO. MECANISMOS DE TRANSMISSÃO E COMPONENTES
16746,COMPONENTES DE TREM DE POUSO DE AERONAVE
16747,SISTEMAS DE FREIO E DIRECAO DE AERONAVES
16748,COMPONENTES DE SISTEMAS HIDRÁULICOS. DE VÁCUO E DE ANTIGELODE AERONVES
16749,EQUIPAMENTOS DE AR CONCICIONADO. AQUECIMENTO E PRESSURIZAÇÃODE AERONAVES
16750,PARAQUEDAS,SISTEMAS DE RECOLHA. DISTRIBUIÇÃO E RECUPERAÇÃO AÉREAS.EQUIPAMENTO DE FIXAÇÃO DE CARGA
16751,ACESSORIOS E COMPONENTES DIVERSOS DE AERONAVES
16752,COMPONENTES E ACESSORIOS DE AERONAVES DIVERSOS
