id,pdm
00652,PINÇA FREIO - VEÍCULO AUTOMOTIVO
00655,PALHETA LIMPADOR PÁRA-BRISA
00684,BRAÇADEIRA
00806,AMORTECEDOR SUSPENSÃO
00807,MOLA SUSPENSÃO
01641,ACENDEDOR CIGARRO - VEICULO AUTOMOTIVO
01654,PEÇAS / ACESSÓRIOS CAMINHÃO
01655,PEÇAS / ACESSÓRIOS ÔNIBUS
01656,ARMAÇÃO SEGURANÇA VEÍCULO AUTOMOTIVO
01665,ACESSÓRIO CARRO BLINDADO
02099,ADAPTADOR TAMBOR DE FREIO - VEICULO AUTOMOTIVO
02233,ALAVANCA VEÍCULO AUTOMOTIVO
02286,ALGEMA DE VEICULO
02341,ALMOFADA ASSENTO - VEÍCULO AUTOMOTIVO
02342,ALMOFADA BORRACHA PARA LAGARTA - VEICULO AUTOMOTI
02434,AMORTECEDORES DE SUSPENSAO
02508,RETENTOR VEÍCULO AUTOMOTIVO
02510,ANEL SINCRONIZADOR CAIXA DE MARCHA - VEICULO A UTOMOTIVO
02535,ANTENA VEÍCULO AUTOMOTIVO
02541,ANTENA ELÉTRICA - VEÍCULO AUTOMOTIVO
02709,APARELHO DE FORCA DE VEICULO
02915,AQUECEDOR AR - VEICULO AUTOMOTIVO
02929,AQUECEDOR DE VEÍCULO
02992,ARMA AUTO - PROPULSIONADA SOBRE LAGARTA
03025,ARO FAROL - VEÍCULO AUTOMOTIVO
03026,ARO BICICLETA
03100,ASSOALHO - VEÍCULO AUTOMOTIVO
03127,ATUADOR PNEUMATICO - ACIONAMENTO DE VALVULA
03200,BAGAGEIRO VEÍCULO
03275,BANCO - VEICULO AUTOMOTIVO
03363,BARRA DIREÇÃO
03385,BARRA DE SUSPENSAO
03387,PONTEIRA PÁRA-CHOQUE
03460,BATENTE DE VEÍCULO
03737,BOMBA D'AGUA VEÍCULO AUTOMOTIVO
03835,BOTAO PAINEL DE INSTRUMENTO - VEICULO AUTOMOTIVO
03838,PEÇAS / ACESSÓRIOS BICICLETA
03996,CABINE COMPLETA DE TRATOR DE ESTEIRA
03997,CABINE COMPLETA DE TRATOR DE RODA
04033,CABO MARCADOR VELOCIDADE
04140,CAIXA MARCHA VEÍCULO AUTOMOTIVO
04152,CAIXA DIRECAO - VEICULO AUTOMOTIVO
04178,CAIXA TRANSMISSAO HIDRAULICA - VEICULO AUTOMOTIVO
04217,CALCO CAIXA DE MARCHA - VEICULO AUTOMOTIVO
04249,CALHA PLASTICA - VEICULO AUTOMOTIVO
04305,CALOTA - VEICULO AUTOMOTIVO
04440,CAPA VEÍCULO AUTOMOTIVO
04441,CAPA BANCO - VEICULO AUTOMOTIVO
04490,CAPOTA AUTOMOTIVA
04502,CAPTADOR DE AR DO SISTEMA DE PRE - AQUECIMENTO DE MOTOR
04631,CARROCERIA BASCULANTE
04632,CARROCERIA FIBRA DE VIDRO
04633,CARROCERIA MADEIRA CAMINHÃO
04634,CARROCERIA
04635,CARROCERIA PARA TRATOR DE ESTEIRA COMPLETA
04636,CARROCERIA PARA TRATOR DE RODA
04637,CARROCERIA TIPO FRIGORIFICO
04999,CILINDRO HIDRAULICO DE FREIO - VEICULO AUTOMOTIVO
05399,COMPLEMENTO ALAVANCA MUDANCA - VEICULO AUTOMOTIVO
