03115,ATIVADOR DE VISOR - COPIADOR
02998,ARMAÇÃO SLIDE
00976,FILME REVELAÇÃO INSTANTÂNEA
07622,FIXADOR FOTOGRÁFICO
07436,FILME DE FOTOLITO
00872,EPISCÓPIO
07635,FLASH
08307,IMPRESSOR
00975,BANDEJA REVELAÇÃO
04330,CAMARA DE FOTOCOPIADORA
04332,CAMARA DE MICROFOTOGRAFIA
04325,CAMARA DE CARTOGRAFIA
04322,CAMARA DE AEROFOTOGRAMETRIA
04349,CÂMARA MICROFILMADORA
00915,TELA PROJEÇÃO
13455,VISOR DE MICROFILME
06612,EPIDIASCOPIO
11257,PROJETOR DE FOTOMAPA
06743,EQUIPAMENTO / ACESSÓRIOS FOTOGRÁFICOS
02442,AMPLIADOR DE FOTOGRAFIA
11958,SECADOR DE FOTOGRAFIA
11197,PRENSADOR FOTOGRAFICO
11165,PRENDEDOR DE CHAPA FOTOGRAFICA
09631,MESA DE RETOQUE DE NEGATIVO FOTOGRAFICO / FOTOLITO
08534,JOGO DE ALGARISMO DE IMPRESSAO FOTOGRAFICA
08549,JOGO DE LETRA DE IMPRESSAO FOTOGRAFICA
03015,ARMARIO PARA FILME FOTOGRAFICO
10377,PAPEL VIDEOIMPRESSÃO
11237,PRODUTO QUIMICO PARA FOTOGRAFIA
07429,FILME FOTOGRAFIA
04856,ÁLBUM
04433,CANTONEIRA FOTOGRAFIA
07814,FOTÔMETRO FOTOGRÁFICO
00979,TRIPÉ
07473,FILTRO
12605,TELEMETRO FOTOGRAFICO
11523,REFLETOR ( FLASH )
08788,LENTE PARA CAMARA FOTOGRAFICA
06785,EQUIPAMENTO ESPECIALIZADO DE ENSAIO FOTOGRAFICO
03009,ARMARIO DE FOTOGRAFIA ( FOTOTECA )
02237,FOLHA ENCAIXE FOTOGRAFIA
03008,ARMARIO DE ESTOCAGEM DE MATERIAL FOTOGRAFICO
07433,FILME CINEMATOGRAFICO MUDO
07435,FILME CINEMATOGRAFICO SONORO
07434,FILME CINEMATOGRAFICO REVELADO
04843,CHAPA FOTOGRÁFICA REVELADA
06333,DISPOSITIVO VISOR FILME
10068,NEGATIVO DE FOTOIMPRESSAO
04339,CÂMARA ESCURA FOTOGRAFIA
