07167,ESTOJO PORTATIL DE ILUMINACAO FOTOGRAFICA
07156,ESTOJO DE MARCACAO DE NEGATIVO FOTOGRAFICO
07477,FILTRO DE SELECAO DE COR
03102,ASSOPRADOR DE AR
02114,ADITIVO FOTOGRAFICO
01024,FILMADORA PORTÁTIL
00993,MÁQUINA FOTOGRÁFICA
04341,CAMARA FOTOGRAFICA DE AERONAVE
07811,FOTOMAPA
06708,EQUIPAMENTO DE MEDICAO E MONTAGEM DE FILME FOTOGRAFICO
07447,FILME FOTOGRÁFICO PROCESSADO
07437,FILME DE MICROFILMAGEM
00977,MOLDURA SLIDE
04577,CARRETEL PARA FILME
01658,ACESSÓRIO / COMPONENTE - MICROFILMAGEM
13516,ACESSORIO DE REVELACAO FOTOGRAFICA
13518,ACESSÓRIO FOTOGRÁFICO
00916,BOLSA
12085,SINCRONIZADOR DE SLIDE
12540,TANQUE DE REVELACAO DE FOTOGRAFIA
12771,TIRA CALIBRAGEM SENSITOMETRO
00297,LEITORA MICROFILME
00917,PROJETOR DE SLIDE
11313,PROTETOR DE LENTE DE MAQUINA FOTOGRAFICA
08787,LENTE OBJETIVA DE MÁQUINA FOTOGRÁFICA
11222,PROCESSADORA DE MICROFILME
11445,REBOBINADOR FILME FOTOGRÁFICO
10137,OBJETIVA DE MICROFILMAGEM
05329,COLADEIRA FILME
05844,COPIADORA MICROFICHA
11728,REVELADOR FILME FOTOGRÁFICO
05635,CONJUGADOR DE IMAGENS
00921,RETROPROJETOR
09480,MATERIAL PARA CARTOGRAFIA
12007,SENSITOMETRO
11256,PROJETOR DE FILME
08284,ILUMINADOR PARA FILMAGEM
08280,CÂMARA AUTOMÁTICA
03310,BANDEJA DE SLIDE
04638,CARROSSEL DE SLIDE
01683,CARTÃO MAGNÉTICO - MÁQUINA FOTOGRÁFICA
05634,CONJUGADOR DE IMAGEM FOTOGRAFICA
04038,CABO DISPARADOR DE MAQUINA FOTOGRAFICA
04343,CAMARA FOTOGRAFICA SUBMARINA
04353,CAMARA PARA FILME DE REVELACAO E COPIAGEM INSTANTANEA
08721,LAPIS PARA RETOQUE FOTOGRAFICO
10594,PEGADOR PARA FILME FOTOGRAFICO
10604,PELICULA REFLETIVA
00906,PROJETOR IMAGEM
05928,CORTADOR FOTOGRAFIA
01025,PORTA-RETRATOS
07430,FILME / PELÍCULA IMPRESSÃO LASER
07438,FILME POLIÉSTER
06709,EQUIPAMENTO DE MICROFILMAGEM ( FOTOGRAFA PESSOA E DOCUMENTO SIMULTANEAMENTE ) PHOTOSCOPE
11703,RESTITUIDOR PARA USO EM AEROFOTOGRAMETRIA
07810,FOTOGRAFIA PROFISSIONAL
04329,CAMARA DE FILMAGEM - POCO ( AGUA / PETROLEO )
04328,CAMARA DE FILMAGEM - ESGOTO / GALERIA SUBTERRANEA
11723,RETOCADOR FOTOGRAFICO
00907,PROJETOR MULTIMÍDIA
00978,FILME SLIDE
10070,NEGATOSCOPIO - SLIDE
12169,SLIDE - FOLHA DE ARQUIVO
13539,CÂMARA FILMAGEM / FILMADORA
07801,FOTOCÉLULA
09730,MICROFILME
04356,CÂMARA ESCURA REVELAÇÃO
05774,CONJUNTO REVELACAO
09659,MESA REPRODUÇÃO FOTOGRÁFICA
05758,CONJUNTO ILUMINACAO
11565,RÉGUA FOTOGRAFIA EVIDÊNCIA
11729,REVELADOR - IMPRESSAO DIGITAL
12248,SOLUÇÃO REALÇADORA FLUORESCENTE
11046,PORTA-NEGATIVO FILME
07432,FILME CINEANGIO
05775,CONJUNTO REVELACAO CIANOACRILATO
03862,BRANQUEADOR FOTOGRÁFICO
07066,ESTABILIZADOR - FOTOGRAFICO
08377,INICIALIZADOR ( START ) - FOTOGRAFICO
08778,LENTE
06580,ENROLADEIRA - ELÉTRICA / MANUAL
07149,ESTOJO ( KIT ) LIMPEZA LENTE - USO FOTOGRAFICO
11223,PEÇAS / COMPONENTES PROCESSADORA FILME FOTOGRÁFICO
07957,GELATINA - USO FOTOGRAFICO
03464,BATERIA - FLASH
07621,FIXADOR FILME PARA FOTOLITO
10939,PO REVELACAO IMPRESSOES PAPILARES
06895,ESCALA - FOTOGRAFIA EVIDENCIA
13632,RETROPROJETOR - PECA / COMPONENTE
10567,PECA/COMPONENTE MAQUINA PROVA DE COR
12994,TRIPE PARA FLASH
10735,PINCEL LIMPEZA FOTOGRAFICO
00955,TAMPA PROTETORA
10421,PARA-SOL
14566,CÂMARA FOTOGRÁFICA DIGITAL
14570,CÂMERA FOTOGRÁFICA DIGITAL
18844,PEÇA / ACESSÓRIO CÂMARA FOTOGRÁFICA / FILMADORA
13849,CÂMERA DIGITAL
14407,PROTETOR NEGATIVO
15202,PAPEL FOTOGRÁFICO
17168,CÂMARAS CINEMATOGRÁFICAS
17169,CÂMARAS FOTOGRÁFICAS
17170,APRESENTADOR MULTIMÍDIA
17171,EQUIPAMENTO PARA REVELAÇÃO E ACABAMENTO FOTOGRÁFICO
17172,SUPRIMENTOS FOTOGRÁFICOS
17173,EQUIPAMENTO FOTOGRÁFICO E ACESSÓRIOS
17174,FILMES REVELADOS
17175,JOGOS E CONJUNTOS FOTOGRÁFICOS
00952,CABO SINCRONISMO
00953,CONJUNTO LIMPEZA FOTOGRÁFICO
00954,PINCEL LIMPEZA
00956,PÁRA-SOL
00980,TRIPÉ PARA FLASH
13714,VISOR ANTI-REFLEXIVO
13719,TELA IDENTIFICAÇÃO
13745,TELA CINEMATOGRÁFICA
13761,PÓ SUPERFÍCIE ADESIVA
13762,DIASAFLUORENO
14089,FILME PROVA IMPRESSÃO
14090,FILME ACABAMENTO PROVA
15490,CILINDRO PROCESSADORA FILME
15536,FILTRO LENTE OBJETIVA
15554,FILME CINTILOGRAFIA
16219,LENTE RETROPROJETOR
16404,SUPORTE ADAPTAÇÃO TRIPÉ
17551,SISTEMA ILUMINAÇÃO - FOTOGRAFIA
17642,MESA ENROLADEIRA
17646,ESTOJO FOTOGRÁFICO
17651,PONTA TRANSPARENTE
17754,IMPRESSORA FOTOGRÁFICA
17951,CÂMARA FOTOGRÁFICA
17987,MONOPÉ
18679,MOLDURA TELA PROJEÇÃO
