id,pdm,grupo
01292,SONDA PERFURAÇÃO,38
01672,ACESSÓRIO COLUNA PERFURAÇÃO POÇO PETRÓLEO,38
02214,ALARGADOR POÇO PETRÓLEO,38
02923,AQUECEDOR DE ASFALTO,38
02924,AQUECEDOR DE BETUME,38
03440,BATE - ESTACA,38
03441,BATE - ESTACA - UTILIZADO TANTO EM GUINDASTE QUAN-TO EM GUINDASTE - ESCAVADEIRA,38
03592,BLINDAGEM PROTEÇÃO PNEU,38
03669,BOLA GUINDASTE DESTRUIDOR,38
03747,BOMBA DE ASFALTO COM ACESSORIO DE DISTRIBUICAO,38
03748,BOMBA DE BOMBEAMENTO DE CONCRETO,38
03820,BORRIFICADOR CAMINHÃO IRRIGADOR,38
03871,BRITADEIRA,38
03872,BRITADOR,38
03889,BROCA PERFURAÇÃO POÇO PETRÓLEO EM ROCHA,38
03890,BROCA PERFURAÇÃO POÇO PETRÓLEO EM TERRENO,38
03982,CABEÇA POÇO,38
03983,CABEÇA POÇO PRODUÇÃO PETRÓLEO,38
04064,CAÇAMBA,38
04065,CACAMBA DE CAMINHAO,38
04229,CALDEIRA PRE - AQUECEDORA DE ASFALTO,38
04359,CAMINHÃO ASPERSOR,38
04364,CAMINHÃO BASCULANTE,38
04365,CAMINHAO ESPECIAL DE CONSTRUCAO PARA ARRASTO,38
04366,CAMINHAO ESPECIAL DE CONSTRUCAO PARA TRANSPORTE DE TERRA,38
04566,CARREGADEIRA ESPECIAL PARA TRANSPORTE DE TERRA ( FORA DE ESTRADA ),38
04567,CARREGADEIRA NIVELADORA,38
04747,CENTRAL DOSAGEM,38
05371,COLUNA ROTAÇÃO POÇO PETRÓLEO,38
05386,COMPACTADOR LISO TERRAPLENAGEM,38
05387,COMPACTADOR PE - DE - CARNEIRO,38
05830,CONVERSIVEL MONTADO SOBRE ESTEIRA,38
05831,CONVERSIVEL MONTADO SOBRE RODA,38
06119,DESTACADORA,38
06349,DISTRIBUIDOR DE ASFALTO,38
06391,DOSADOR DE EQUIPAMENTO DE TRANSFERENCIA DE ASFALTO,38
06469,ELETROIMA DE ICAR,38
06474,ELEVADOR DE ASFALTO,38
06624,EQUIPAMENTO / ACESSÓRIO - PERFURAÇÃO SOLO,38
06626,EQUIPAMENTO / ACESSÓRIO - BRITAGEM,38
06629,EQUIPAMENTO / ACESSÓRIO - PAVIMENTAÇÃO ASFÁLTICA,38
06657,EQUIPAMENTO DE ABRIR ESTRADA,38
06660,EQUIPAMENTO DE AMARRAR CABO,38
06663,EQUIPAMENTO BOMBEAMENTO PETRÓLEO,38
06666,EQUIPAMENTO CABEÇA POÇO PETRÓLEO,38
06670,EQUIPAMENTO COMPACTAÇÃO ASFALTO,38
06686,EQUIPAMENTO DISTRIBUIÇÃO GÁS,38
06687,EQUIPAMENTO DE EMENDAR CABO,38
06706,EQUIPAMENTO DE LANCAR CABO,38
06707,EQUIPAMENTO DE LIMPAR ESTRADA,38
06718,EQUIPAMENTO DE PEDREIRA,38
06719,EQUIPAMENTO PENEIRAÇÃO,38
06720,EQUIPAMENTO PERFURAÇÃO A PERCUSSÃO - INSERÇÃO,38
06721,PERFURATRIZ,38
06722,EQUIPAMENTO DE PERFURACAO ROTATIVA - INSERCAO DE EXPLOSIVO,38
06731,EQUIPAMENTO DE QUEBRAR PAVIMENTO ASFÁLTICO,38
06748,EQUIPAMENTO SEGERANÇA CONTRA FLUXO POÇO PETRÓLEO,38
06755,DEFLECTÔMETRO,38
06756,EQUIPAMENTO DE SONDA ROTATIVA ( PERFURACAO ROCHA ),38
06763,EQUIPAMENTO DE TORCER CABO,38
06765,EQUIPAMENTO DE TRANSFERENCIA DE ASFALTO,38
06810,EQUIPAMENTO PARA BOBINAR CABO,38
06813,EQUIPAMENTO PARA CLASSIFICACAO DE MINERAL,38
06823,EQUIPAMENTO ESCAVAÇÃO DE TERRA,38
06833,EQUIPAMENTO MOVIMENTAÇÃO DE TERRA,38
06838,EQUIPAMENTO PARA SEPARACAO DE MINERIO,38
