"id","pdm","grupo"
02043,ACIONADOR ESPOLETA,13
02990,ARGOLA COM DESTORCEDOR - BOMBA INCENDIARIA / BOMBA FINS GERAIS ( BINC / BFG ),13
03746,BOMBA DE ARRASTO - FINS GERAIS ( BA - FG ),13
03759,BOMBA EXERCÍCIO DE TIRO,13
03773,BOMBA EXERCICIO ( BEX ),13
03778,BOMBA INCENDIARIA ( BINC ),13
03978,CABEÇA DE EXERCÍCIO INERTE ( CAB - EX IN ),13
03979,CABEÇA DE GUERRA / ANTI - CARRO ( CAB - AC ),13
03980,CABEÇA DE GUERRA / ANTI - PESSOAL ( CAB - AP ),13
03981,CABECA DE GUERRA / SINALIZADORA,13
04625,CARRO TRANSPORTE E INSTALACAO DE BOMBA ( CAR - TIB ),13
04670,CARTUCHO PIROTECNICO - TREINAMENTO,13
04970,CHUMBINHO ARMA PRESSÃO,13
05081,CLIPS - BOMBA INCENDIARIA / BOMBA FINS GERAIS,13
05460,COMPONENTE MUNIÇÃO GRANADA,13
05461,COMPONENTE MUNICAO DE 75MM ATE 125MM,13
05870,CORDEL DETONANTE EXPLOSIVO,13
06617,EQUIPAMENTO ( KIT ) REMOCAO EXPLOSIVO,13
07025,ESPOLETA CAUDA MECANICA / BOMBA FINS GERAIS ( ECM - BFG ),13
07027,ESPOLETA OGIVA MECANICA / ANTI - CARRO ( EOM - FAC ),13
07028,ESPOLETA OGIVA MECANICA / ANTI - PESSOAL ( EOM - FAP ),13
07029,ESPOLETA OGIVA MECANICA / BOMBA FINS GERAIS ( EOM - BFG ),13
07030,ESPOLETA OGIVA MECANICA / BOMBA INCENDIARIA ( EOM - BINC ),13
07031,ESPOLETA SIMPLES + ESTOPIM ( ESPOLETADO ) - DETONACAO DE EXPLOSIVO,13
07032,ESPOLETA SIMPLES COM RETARDO / DETONACAO DE EXPLO-SIVO,13
07033,ESPOLETA SIMPLES PARA DETONACAO DE EXPLOSIVO,13
07035,ESPOLETAS DE DETONACAO,13
07036,ESPOLETAS DE SEGURANCA,13
07037,ESPOLETAS SISMOGRAFICAS,13
07245,EXPLOSIVO INDUSTRIAL/EXPLOSIVO DIVERSOS,13
07681,FOGOS DE ARTIFICIO,13
07684,FOGUETE AR TERRA - TREINAMENTO,13
08079,GRANADA,13
08080,GRANADAS DE GAS LACRIMOGENIO,13
08081,GRANADAS FUMIGENAS,13
08082,GRANADAS INCENDIARIAS,13
08684,LANCADOR DE FOGUETE - TREINAMENTO,13
08685,PEÇAS/COMPONENTES - LANÇADOR MÚLTIPLO DE FOGUETE,13
10020,MUNIÇÃO ARMA DE FOGO EMPUNHÁVEL - MÉDIO PORTE,13
10021,MUNIÇÃO ARMA DE FOGO EMPUNHÁVEL - PEQUENO PORTE,13
10159,OGIVA BELICA,13
10160,OGIVA PARA FOGUETE - TREINAMENTO,13
10990,POLVORA,13
11255,PROJÉTIL NÃO LETAL,13
12070,SIMULACRO GRANADA,13
13869,ESCUDO PLACA,13
13870,ESCUDO SUPORTE,13
13871,CONJUNTO DIES,13
15401,MUNIÇÃO TREINAMENTO,13
15549,PROJÉTIL MUNIÇÃO ARMA FOGO,13
16262,PROJETIL E COMPONENTES MUNIÇÃO ATÉ 30MM,13
16697,MUNIÇÃO DE CALIBRE ATÉ 30 MM,13
16698,MUNIÇÃO DE CALIBRE ACIMA DE 30 MM ATÉ 75 MM,13
16699,MUNIÇÃO DE CALIBRE ACIMA DE 75MM ATÉE 125MM,13
16700,MUNIÇÃO DE CALIBRE ACIMA DE 125 MM,13
16701,BOMBAS,13
16702,GRANADAS,13
16703,OGIVAS E COMPONENTES EXPLOSIVOS DE MISSEIS GUIADOS,13
16704,UNIDADES DE PROPULSAO EXPLOSIVA A COMBUSTIVEL SOLIDO DE VEICULOS ESPACIAIS E MISSEIS GUIADOS E SEUS,13
16705,UNIDADES DE PROPULSAO INERTES A COMBUSTIVEL SOLIDO DE VEICULOS ESPACIAIS E MISSEIS GUIADOS E SEUS CO,13
16706,"ROJÕES, FOGUETES, MUNIÇÃO E COMPONENTES",13
16707,MINAS TERRESTRES,13
16708,COMPONENTES INERTES DE MINA SUBMARINA,13
16709,COMPONENTES EXPLOSIVOS DE MINAS SUBMARINAS,13
16710,COMPONENTES INERTES DE TORPEDOS,13
16711,COMPONENTES EXPLOSIVOS DE TORPEDOS,13
16712,COMPONENTES INERTES DE CARGAS DE PROFUNDIDADE,13
16713,COMPONENTES EXPLOSIVOS DE BOMBAS DE PROFUNDIDADE,13
16715,PIROTECNICOS,13
16716,MATERIAIS DE DEMOLIÇÃO,13
16717,EXPLOSIVOS A GRANEL,13
16718,DISPOSITIVOS ACIONADOS POR PROPELENTES E CARTUCHOS,13
16719,AGENTES BIOLOGICOS DE USO MILITAR,13
16720,EQUIPAMENTOS E FERRAMENTAS PARA MANUSEIO DE EXPLOSIVO NA SU-PERFÍCIE,13
16721,EQUIPAMENTOS E FERRAMENTAS PARA MANUSEIO DE EXPLOSIVO SUB-MERSO,13
16722,ESPOLETAS E ESTOPILHAS,13
16723,COMPONENTES DIVERSOS DE MUNIÇÃO,13
16724,EQUIPAMENTOS ESPECIALIZADOS PARA MANUSEIO E CONSERVACAO DE MUNICAO,13
17373,MUNIÇÕES DE CONTROLE À DISTÂNCIA,13
17374,DISPOSITIVOS INERTES DE MINAS SUBAQUÁTICAS,13
17375,DISPOSITIVOS EXPLOSIVOS DE MINAS SUBAQUÁTICAS,13
17376,CONJUNTOS E EQUIPAMENTOS TÁTICOS,13
